,tr_build_id,gh_project_name,gh_is_pr,gh_pr_created_at,gh_pull_req_num,gh_lang,git_merged_with,git_branch,gh_num_commits_in_push,gh_commits_in_push,git_prev_commit_resolution_status,git_prev_built_commit,tr_prev_build,gh_first_commit_created_at,gh_team_size,git_all_built_commits,git_num_all_built_commits,git_trigger_commit,tr_virtual_merged_into,gh_num_issue_comments,gh_num_commit_comments,gh_num_pr_comments,git_diff_src_churn,git_diff_test_churn,gh_diff_files_added,gh_diff_files_deleted,gh_diff_files_modified,gh_diff_tests_added,gh_diff_tests_deleted,gh_diff_src_files,gh_diff_doc_files,gh_diff_other_files,gh_num_commits_on_files_touched,gh_sloc,gh_test_lines_per_kloc,gh_test_cases_per_kloc,gh_asserts_cases_per_kloc,gh_by_core_team_member,gh_description_complexity,gh_pushed_at,gh_build_started_at,gh_repo_age,gh_repo_num_commits,tr_job_id,tr_build_number,tr_log_lan,tr_log_status,tr_log_setup_time,tr_log_analyzer,tr_log_frameworks,tr_log_bool_tests_ran,tr_log_bool_tests_failed,tr_log_num_tests_ok,tr_log_num_tests_failed,tr_log_num_tests_run,tr_log_num_tests_skipped,tr_log_num_test_suites_run,tr_log_num_test_suites_ok,tr_log_num_test_suites_failed,tr_log_tests_failed,tr_log_testduration,tr_log_buildduration,tr_original_commit,tr_duration,tr_status,tr_jobs
1963481,63577278,linkedin/gobblin,True,2015-05-15 20:05:26,132.0,java,commits_in_master,master,,,merge_found,,,,22,420ecef26392ee47e31ade5371af6b3e3b1383f5#01d3ad1025c0e7feea06ea86a8b2ee387f897203,2,420ecef26392ee47e31ade5371af6b3e3b1383f5,9f0de2317b03141679dd2be1ad0506941a878d43,9.0,1,16.0,0,0,3,1,18,0,0,0,0,22,139,21798,323.05716120745,12.4782090100009,42.3892100192678,False,131.0,,2015-05-21 23:43:43,471.02,1316,63577280,30,java,ok,0.0,java-gradle,,False,,,,,,,,,,,,8755c9ee2ac4736ac4a7865a443135aa5307f3c7,859.0,passed,"[63577279, 63577280]"
1963517,63578715,linkedin/gobblin,False,,,java,,master,,,merge_found,,,,22,0a8245a153d7ef28c4019e0a26e5311a0baa1338,1,0a8245a153d7ef28c4019e0a26e5311a0baa1338,,,0,,0,0,12,1,6,0,0,0,0,19,128,21798,323.05716120745,12.4782090100009,42.3892100192678,True,,,2015-05-22 00:01:03,471.04,1317,63578716,31,java,ok,0.0,java-gradle,,False,,,,,,,,,,,,0a8245a153d7ef28c4019e0a26e5311a0baa1338,874.0,failed,"[63578716, 63578717]"
1963518,63578715,linkedin/gobblin,False,,,java,,master,,,merge_found,,,,22,0a8245a153d7ef28c4019e0a26e5311a0baa1338,1,0a8245a153d7ef28c4019e0a26e5311a0baa1338,,,0,,0,0,12,1,6,0,0,0,0,19,128,21798,323.05716120745,12.4782090100009,42.3892100192678,True,,,2015-05-22 00:01:03,471.04,1317,63578717,31,java,broken,1.0,java-gradle,,False,,,,,,,,,,,,0a8245a153d7ef28c4019e0a26e5311a0baa1338,874.0,failed,"[63578716, 63578717]"
1963603,63584291,linkedin/gobblin,True,2015-05-19 01:17:32,135.0,java,commits_in_master,master,,,build_found,c80ef7e0b47310b9b0427f28a24d30df3265e38c,63415944.0,,22,78cf4cc52c9688a8e18289c8cd958982b9190d70,1,78cf4cc52c9688a8e18289c8cd958982b9190d70,0a8245a153d7ef28c4019e0a26e5311a0baa1338,1.0,0,12.0,0,0,0,0,5,0,0,0,0,6,27,21752,319.51084957705,12.2287605737403,42.1110702464141,True,192.0,,2015-05-22 01:19:13,471.09,1297,63584292,33,java,ok,0.0,java-gradle,,False,,,,,,,,,,,,8fb399fb972c97dd562d6b4dfbd25553d3ae4a4b,704.0,failed,"[63584292, 63584293]"
1963604,63584291,linkedin/gobblin,True,2015-05-19 01:17:32,135.0,java,commits_in_master,master,,,build_found,c80ef7e0b47310b9b0427f28a24d30df3265e38c,63415944.0,,22,78cf4cc52c9688a8e18289c8cd958982b9190d70,1,78cf4cc52c9688a8e18289c8cd958982b9190d70,0a8245a153d7ef28c4019e0a26e5311a0baa1338,1.0,0,12.0,0,0,0,0,5,0,0,0,0,6,27,21752,319.51084957705,12.2287605737403,42.1110702464141,True,192.0,,2015-05-22 01:19:13,471.09,1297,63584293,33,java,broken,0.0,java-gradle,,False,,,,,,,,,,,,8fb399fb972c97dd562d6b4dfbd25553d3ae4a4b,704.0,failed,"[63584292, 63584293]"
1965435,63680210,linkedin/gobblin,False,,,java,,master,,,merge_found,,,,22,ce9f3504d7665e591deecfc79ac552d66a5fff28,1,ce9f3504d7665e591deecfc79ac552d66a5fff28,,,0,,0,0,0,0,6,0,0,0,0,6,107,21788,323.205434183954,12.4839361116211,42.4086653203598,True,,,2015-05-22 17:04:26,471.75,1320,63680211,34,java,ok,0.0,java-gradle,,False,,,,,,,,,,,,ce9f3504d7665e591deecfc79ac552d66a5fff28,922.0,failed,"[63680211, 63680213]"
1965436,63680210,linkedin/gobblin,False,,,java,,master,,,merge_found,,,,22,ce9f3504d7665e591deecfc79ac552d66a5fff28,1,ce9f3504d7665e591deecfc79ac552d66a5fff28,,,0,,0,0,0,0,6,0,0,0,0,6,107,21788,323.205434183954,12.4839361116211,42.4086653203598,True,,,2015-05-22 17:04:26,471.75,1320,63680213,34,java,broken,1.0,java-gradle,,False,,,,,,,,,,,,ce9f3504d7665e591deecfc79ac552d66a5fff28,922.0,failed,"[63680211, 63680213]"
1975493,64136273,linkedin/gobblin,False,,,java,,master,,,merge_found,,,,21,c39d45cd81d45986af356bb45e7bd96dc8e90055,1,c39d45cd81d45986af356bb45e7bd96dc8e90055,,,0,,0,0,2,0,11,0,0,0,0,13,58,22010,319.67287596547,12.3580190822353,41.9809177646524,True,,,2015-05-26 18:16:28,475.8,1325,64136274,36,java,broken,0.0,java-gradle,,False,,,,,,,,,,,,c39d45cd81d45986af356bb45e7bd96dc8e90055,899.0,failed,"[64136274, 64136275]"
1975494,64136273,linkedin/gobblin,False,,,java,,master,,,merge_found,,,,21,c39d45cd81d45986af356bb45e7bd96dc8e90055,1,c39d45cd81d45986af356bb45e7bd96dc8e90055,,,0,,0,0,2,0,11,0,0,0,0,13,58,22010,319.67287596547,12.3580190822353,41.9809177646524,True,,,2015-05-26 18:16:28,475.8,1325,64136275,36,java,broken,0.0,java-gradle,,False,,,,,,,,,,,,c39d45cd81d45986af356bb45e7bd96dc8e90055,899.0,failed,"[64136274, 64136275]"
1976897,64181918,linkedin/gobblin,False,,,java,,master,,,merge_found,,,,21,c13771ed7903f1a75fd09dc7e92250898d9981e9,1,c13771ed7903f1a75fd09dc7e92250898d9981e9,,,0,,0,0,4,0,25,0,0,0,0,29,142,22471,313.114681144586,12.1044902318544,41.1196653464465,True,,,2015-05-27 00:19:34,476.05,1334,64181919,43,java,broken,1.0,java-gradle,,False,,,,,,,,,,,,c13771ed7903f1a75fd09dc7e92250898d9981e9,833.0,failed,"[64181919, 64181920]"
