,Unnamed: 0,project,algorithm,batch_size,update_method,factor,num_of_builds,builds_saved,testall_size,fr_bracket,size_bracket
521,521,mybatis-mybatis-3.csv,BATCHBISECT,-1,exponential,4,608,71.73407717340771,2151,low,lt 5k
522,522,mybatis-mybatis-3.csv,BATCHSTOP4,-1,exponential,2,573,73.36122733612274,2151,low,lt 5k
523,523,mybatis-mybatis-3.csv,BATCHSTOP4,-1,exponential,3,576,73.22175732217573,2151,low,lt 5k
524,524,mybatis-mybatis-3.csv,BATCHSTOP4,-1,exponential,4,540,74.89539748953975,2151,low,lt 5k
525,525,mybatis-mybatis-3.csv,BATCHDIVIDE4,-1,exponential,2,827,61.552766155276615,2151,low,lt 5k
526,526,mybatis-mybatis-3.csv,BATCHDIVIDE4,-1,exponential,3,585,72.80334728033472,2151,low,lt 5k
527,527,mybatis-mybatis-3.csv,BATCHDIVIDE4,-1,exponential,4,833,61.27382612738261,2151,low,lt 5k
528,528,mybatis-mybatis-3.csv,BATCHBISECT,-1,stagger,2,621,71.1297071129707,2151,low,lt 5k
529,529,mybatis-mybatis-3.csv,BATCHBISECT,-1,stagger,3,611,71.59460715946071,2151,low,lt 5k
530,530,mybatis-mybatis-3.csv,BATCHBISECT,-1,stagger,4,633,70.5718270571827,2151,low,lt 5k
531,531,mybatis-mybatis-3.csv,BATCHSTOP4,-1,stagger,2,565,73.73314737331474,2151,low,lt 5k
532,532,mybatis-mybatis-3.csv,BATCHSTOP4,-1,stagger,3,556,74.15155741515574,2151,low,lt 5k
533,533,mybatis-mybatis-3.csv,BATCHSTOP4,-1,stagger,4,567,73.64016736401673,2151,low,lt 5k
534,534,mybatis-mybatis-3.csv,BATCHDIVIDE4,-1,stagger,2,816,62.06415620641562,2151,low,lt 5k
535,535,mybatis-mybatis-3.csv,BATCHDIVIDE4,-1,stagger,3,846,60.66945606694561,2151,low,lt 5k
536,536,mybatis-mybatis-3.csv,BATCHDIVIDE4,-1,stagger,4,857,60.15806601580661,2151,low,lt 5k
537,537,mybatis-mybatis-3.csv,BATCHBISECT,-1,random_linear,-1,640,70.2463970246397,2151,low,lt 5k
538,538,mybatis-mybatis-3.csv,BATCHSTOP4,-1,random_linear,-1,531,75.31380753138075,2151,low,lt 5k
539,539,mybatis-mybatis-3.csv,BATCHDIVIDE4,-1,random_linear,-1,735,65.82984658298466,2151,low,lt 5k
540,540,mybatis-mybatis-3.csv,BATCHBISECT,-1,random_exponential,-1,619,71.22268712226871,2151,low,lt 5k
541,541,mybatis-mybatis-3.csv,BATCHSTOP4,-1,random_exponential,-1,527,75.49976754997675,2151,low,lt 5k
542,542,mybatis-mybatis-3.csv,BATCHDIVIDE4,-1,random_exponential,-1,686,68.10785681078568,2151,low,lt 5k
543,543,mybatis-mybatis-3.csv,BATCHBISECT,-1,random_random,-1,620,71.17619711761971,2151,low,lt 5k
544,544,mybatis-mybatis-3.csv,BATCHSTOP4,-1,random_random,-1,556,74.15155741515574,2151,low,lt 5k
545,545,mybatis-mybatis-3.csv,BATCHDIVIDE4,-1,random_random,-1,854,60.2975360297536,2151,low,lt 5k
546,546,naver-pinpoint.csv,BATCHBISECT,-1,linear,1,827,61.39122315592904,2142,low,lt 5k
547,547,naver-pinpoint.csv,BATCHBISECT,-1,linear,2,813,62.04481792717087,2142,low,lt 5k
548,548,naver-pinpoint.csv,BATCHBISECT,-1,linear,3,829,61.297852474323065,2142,low,lt 5k
549,549,naver-pinpoint.csv,BATCHBISECT,-1,linear,4,840,60.78431372549019,2142,low,lt 5k
550,550,naver-pinpoint.csv,BATCHSTOP4,-1,linear,1,747,65.12605042016807,2142,low,lt 5k
551,551,naver-pinpoint.csv,BATCHSTOP4,-1,linear,2,745,65.21942110177405,2142,low,lt 5k
552,552,naver-pinpoint.csv,BATCHSTOP4,-1,linear,3,740,65.45284780578899,2142,low,lt 5k
553,553,naver-pinpoint.csv,BATCHSTOP4,-1,linear,4,735,65.68627450980392,2142,low,lt 5k
554,554,naver-pinpoint.csv,BATCHDIVIDE4,-1,linear,1,979,54.29505135387488,2142,low,lt 5k
555,555,naver-pinpoint.csv,BATCHDIVIDE4,-1,linear,2,1000,53.31465919701214,2142,low,lt 5k
556,556,naver-pinpoint.csv,BATCHDIVIDE4,-1,linear,3,985,54.01493930905696,2142,low,lt 5k
557,557,naver-pinpoint.csv,BATCHDIVIDE4,-1,linear,4,1031,51.86741363211952,2142,low,lt 5k
558,558,naver-pinpoint.csv,BATCHBISECT,-1,exponential,2,892,58.356676003734826,2142,low,lt 5k
559,559,naver-pinpoint.csv,BATCHBISECT,-1,exponential,3,870,59.38375350140056,2142,low,lt 5k
560,560,naver-pinpoint.csv,BATCHBISECT,-1,exponential,4,876,59.10364145658264,2142,low,lt 5k
561,561,naver-pinpoint.csv,BATCHSTOP4,-1,exponential,2,821,61.67133520074697,2142,low,lt 5k
562,562,naver-pinpoint.csv,BATCHSTOP4,-1,exponential,3,783,63.445378151260506,2142,low,lt 5k
563,563,naver-pinpoint.csv,BATCHSTOP4,-1,exponential,4,800,62.65172735760971,2142,low,lt 5k
564,564,naver-pinpoint.csv,BATCHDIVIDE4,-1,exponential,2,1047,51.12044817927171,2142,low,lt 5k
565,565,naver-pinpoint.csv,BATCHDIVIDE4,-1,exponential,3,783,63.445378151260506,2142,low,lt 5k
566,566,naver-pinpoint.csv,BATCHDIVIDE4,-1,exponential,4,1041,51.40056022408964,2142,low,lt 5k
567,567,naver-pinpoint.csv,BATCHBISECT,-1,stagger,2,862,59.757236227824464,2142,low,lt 5k
568,568,naver-pinpoint.csv,BATCHBISECT,-1,stagger,3,838,60.87768440709617,2142,low,lt 5k
569,569,naver-pinpoint.csv,BATCHBISECT,-1,stagger,4,850,60.31746031746032,2142,low,lt 5k
570,570,naver-pinpoint.csv,BATCHSTOP4,-1,stagger,2,782,63.49206349206349,2142,low,lt 5k
571,571,naver-pinpoint.csv,BATCHSTOP4,-1,stagger,3,760,64.51914098972922,2142,low,lt 5k
572,572,naver-pinpoint.csv,BATCHSTOP4,-1,stagger,4,774,63.8655462184874,2142,low,lt 5k
573,573,naver-pinpoint.csv,BATCHDIVIDE4,-1,stagger,2,1012,52.75443510737628,2142,low,lt 5k
574,574,naver-pinpoint.csv,BATCHDIVIDE4,-1,stagger,3,1001,53.26797385620915,2142,low,lt 5k
575,575,naver-pinpoint.csv,BATCHDIVIDE4,-1,stagger,4,1015,52.61437908496732,2142,low,lt 5k
576,576,naver-pinpoint.csv,BATCHBISECT,-1,random_linear,-1,870,59.38375350140056,2142,low,lt 5k
577,577,naver-pinpoint.csv,BATCHSTOP4,-1,random_linear,-1,774,63.8655462184874,2142,low,lt 5k
578,578,naver-pinpoint.csv,BATCHDIVIDE4,-1,random_linear,-1,874,59.19701213818861,2142,low,lt 5k
579,579,naver-pinpoint.csv,BATCHBISECT,-1,random_exponential,-1,885,58.68347338935574,2142,low,lt 5k
580,580,naver-pinpoint.csv,BATCHSTOP4,-1,random_exponential,-1,731,65.87301587301587,2142,low,lt 5k
581,581,naver-pinpoint.csv,BATCHDIVIDE4,-1,random_exponential,-1,848,60.41083099906629,2142,low,lt 5k
582,582,naver-pinpoint.csv,BATCHBISECT,-1,random_random,-1,872,59.29038281979459,2142,low,lt 5k
583,583,naver-pinpoint.csv,BATCHSTOP4,-1,random_random,-1,761,64.47245564892623,2142,low,lt 5k
584,584,naver-pinpoint.csv,BATCHDIVIDE4,-1,random_random,-1,1017,52.52100840336134,2142,low,lt 5k
585,585,FasterXML-jackson-databind.csv,BATCHBISECT,-1,linear,1,1299,42.03480589022757,2241,low,lt 5k
586,586,FasterXML-jackson-databind.csv,BATCHBISECT,-1,linear,2,1251,44.17670682730924,2241,low,lt 5k
587,587,FasterXML-jackson-databind.csv,BATCHBISECT,-1,linear,3,1276,43.0611334225792,2241,low,lt 5k
588,588,FasterXML-jackson-databind.csv,BATCHBISECT,-1,linear,4,1290,42.43641231593039,2241,low,lt 5k
589,589,FasterXML-jackson-databind.csv,BATCHSTOP4,-1,linear,1,1187,47.03257474341812,2241,low,lt 5k
590,590,FasterXML-jackson-databind.csv,BATCHSTOP4,-1,linear,2,1135,49.35296742525658,2241,low,lt 5k
591,591,FasterXML-jackson-databind.csv,BATCHSTOP4,-1,linear,3,1163,48.10352521195895,2241,low,lt 5k
592,592,FasterXML-jackson-databind.csv,BATCHSTOP4,-1,linear,4,1160,48.23739402052655,2241,low,lt 5k
593,593,FasterXML-jackson-databind.csv,BATCHDIVIDE4,-1,linear,1,1300,41.99018295403837,2241,low,lt 5k
594,594,FasterXML-jackson-databind.csv,BATCHDIVIDE4,-1,linear,2,1352,39.66979027219991,2241,low,lt 5k
595,595,FasterXML-jackson-databind.csv,BATCHDIVIDE4,-1,linear,3,1327,40.78536367692994,2241,low,lt 5k
596,596,FasterXML-jackson-databind.csv,BATCHDIVIDE4,-1,linear,4,1315,41.320838911200354,2241,low,lt 5k
597,597,FasterXML-jackson-databind.csv,BATCHBISECT,-1,exponential,2,1291,42.39178937974118,2241,low,lt 5k
598,598,FasterXML-jackson-databind.csv,BATCHBISECT,-1,exponential,3,1235,44.89067380633646,2241,low,lt 5k
599,599,FasterXML-jackson-databind.csv,BATCHBISECT,-1,exponential,4,1248,44.31057563587684,2241,low,lt 5k
600,600,FasterXML-jackson-databind.csv,BATCHSTOP4,-1,exponential,2,1205,46.22936189201249,2241,low,lt 5k
601,601,FasterXML-jackson-databind.csv,BATCHSTOP4,-1,exponential,3,1123,49.888442659526994,2241,low,lt 5k
602,602,FasterXML-jackson-databind.csv,BATCHSTOP4,-1,exponential,4,1172,47.70191878625614,2241,low,lt 5k
603,603,FasterXML-jackson-databind.csv,BATCHDIVIDE4,-1,exponential,2,1350,39.75903614457831,2241,low,lt 5k
604,604,FasterXML-jackson-databind.csv,BATCHDIVIDE4,-1,exponential,3,1124,49.8438197233378,2241,low,lt 5k
605,605,FasterXML-jackson-databind.csv,BATCHDIVIDE4,-1,exponential,4,1349,39.80365908076752,2241,low,lt 5k
606,606,FasterXML-jackson-databind.csv,BATCHBISECT,-1,stagger,2,1274,43.15037929495761,2241,low,lt 5k
607,607,FasterXML-jackson-databind.csv,BATCHBISECT,-1,stagger,3,1243,44.53369031682285,2241,low,lt 5k
608,608,FasterXML-jackson-databind.csv,BATCHBISECT,-1,stagger,4,1238,44.75680499776885,2241,low,lt 5k
609,609,FasterXML-jackson-databind.csv,BATCHSTOP4,-1,stagger,2,1186,47.07719767960732,2241,low,lt 5k
610,610,FasterXML-jackson-databind.csv,BATCHSTOP4,-1,stagger,3,1172,47.70191878625614,2241,low,lt 5k
611,611,FasterXML-jackson-databind.csv,BATCHSTOP4,-1,stagger,4,1153,48.54975457385096,2241,low,lt 5k
612,612,FasterXML-jackson-databind.csv,BATCHDIVIDE4,-1,stagger,2,1341,40.16064257028113,2241,low,lt 5k
613,613,FasterXML-jackson-databind.csv,BATCHDIVIDE4,-1,stagger,3,1323,40.963855421686745,2241,low,lt 5k
614,614,FasterXML-jackson-databind.csv,BATCHDIVIDE4,-1,stagger,4,1337,40.33913431503793,2241,low,lt 5k
615,615,FasterXML-jackson-databind.csv,BATCHBISECT,-1,random_linear,-1,1297,42.12405176260598,2241,low,lt 5k
616,616,FasterXML-jackson-databind.csv,BATCHSTOP4,-1,random_linear,-1,1151,48.63900044622936,2241,low,lt 5k
617,617,FasterXML-jackson-databind.csv,BATCHDIVIDE4,-1,random_linear,-1,1272,43.23962516733601,2241,low,lt 5k
618,618,FasterXML-jackson-databind.csv,BATCHBISECT,-1,random_exponential,-1,1286,42.6149040606872,2241,low,lt 5k
619,619,FasterXML-jackson-databind.csv,BATCHSTOP4,-1,random_exponential,-1,1122,49.9330655957162,2241,low,lt 5k
620,620,FasterXML-jackson-databind.csv,BATCHDIVIDE4,-1,random_exponential,-1,1271,43.284248103525215,2241,low,lt 5k
621,621,FasterXML-jackson-databind.csv,BATCHBISECT,-1,random_random,-1,1258,43.86434627398483,2241,low,lt 5k
622,622,FasterXML-jackson-databind.csv,BATCHSTOP4,-1,random_random,-1,1141,49.085229808121376,2241,low,lt 5k
623,623,FasterXML-jackson-databind.csv,BATCHDIVIDE4,-1,random_random,-1,1325,40.874609549308346,2241,low,lt 5k
624,624,samtools-htsjdk.csv,BATCHBISECT,-1,linear,1,600,64.89174956114687,1709,low,lt 5k
625,625,samtools-htsjdk.csv,BATCHBISECT,-1,linear,2,586,65.71094207138677,1709,low,lt 5k
626,626,samtools-htsjdk.csv,BATCHBISECT,-1,linear,3,577,66.23756582796958,1709,low,lt 5k
627,627,samtools-htsjdk.csv,BATCHBISECT,-1,linear,4,579,66.12053832650673,1709,low,lt 5k
628,628,samtools-htsjdk.csv,BATCHSTOP4,-1,linear,1,518,69.68987712112346,1709,low,lt 5k
629,629,samtools-htsjdk.csv,BATCHSTOP4,-1,linear,2,505,70.45055588063195,1709,low,lt 5k
630,630,samtools-htsjdk.csv,BATCHSTOP4,-1,linear,3,512,70.04095962551199,1709,low,lt 5k
631,631,samtools-htsjdk.csv,BATCHSTOP4,-1,linear,4,500,70.74312463428906,1709,low,lt 5k
632,632,samtools-htsjdk.csv,BATCHDIVIDE4,-1,linear,1,708,58.57226448215331,1709,low,lt 5k
633,633,samtools-htsjdk.csv,BATCHDIVIDE4,-1,linear,2,733,57.10942071386776,1709,low,lt 5k
634,634,samtools-htsjdk.csv,BATCHDIVIDE4,-1,linear,3,724,57.63604447045056,1709,low,lt 5k
635,635,samtools-htsjdk.csv,BATCHDIVIDE4,-1,linear,4,724,57.63604447045056,1709,low,lt 5k
636,636,samtools-htsjdk.csv,BATCHBISECT,-1,exponential,2,605,64.59918080748976,1709,low,lt 5k
637,637,samtools-htsjdk.csv,BATCHBISECT,-1,exponential,3,604,64.65769455822118,1709,low,lt 5k
638,638,samtools-htsjdk.csv,BATCHBISECT,-1,exponential,4,590,65.47688706846108,1709,low,lt 5k
639,639,samtools-htsjdk.csv,BATCHSTOP4,-1,exponential,2,549,67.87595084844938,1709,low,lt 5k
640,640,samtools-htsjdk.csv,BATCHSTOP4,-1,exponential,3,538,68.51960210649503,1709,low,lt 5k
641,641,samtools-htsjdk.csv,BATCHSTOP4,-1,exponential,4,536,68.63662960795787,1709,low,lt 5k
642,642,samtools-htsjdk.csv,BATCHDIVIDE4,-1,exponential,2,733,57.10942071386776,1709,low,lt 5k
643,643,samtools-htsjdk.csv,BATCHDIVIDE4,-1,exponential,3,543,68.22703335283792,1709,low,lt 5k
644,644,samtools-htsjdk.csv,BATCHDIVIDE4,-1,exponential,4,744,56.46576945582212,1709,low,lt 5k
645,645,samtools-htsjdk.csv,BATCHBISECT,-1,stagger,2,579,66.12053832650673,1709,low,lt 5k
646,646,samtools-htsjdk.csv,BATCHBISECT,-1,stagger,3,575,66.35459332943242,1709,low,lt 5k
647,647,samtools-htsjdk.csv,BATCHBISECT,-1,stagger,4,573,66.47162083089526,1709,low,lt 5k
648,648,samtools-htsjdk.csv,BATCHSTOP4,-1,stagger,2,518,69.68987712112346,1709,low,lt 5k
649,649,samtools-htsjdk.csv,BATCHSTOP4,-1,stagger,3,518,69.68987712112346,1709,low,lt 5k
650,650,samtools-htsjdk.csv,BATCHSTOP4,-1,stagger,4,529,69.04622586307782,1709,low,lt 5k
651,651,samtools-htsjdk.csv,BATCHDIVIDE4,-1,stagger,2,702,58.92334698654184,1709,low,lt 5k
652,652,samtools-htsjdk.csv,BATCHDIVIDE4,-1,stagger,3,712,58.33820947922762,1709,low,lt 5k
653,653,samtools-htsjdk.csv,BATCHDIVIDE4,-1,stagger,4,744,56.46576945582212,1709,low,lt 5k
654,654,samtools-htsjdk.csv,BATCHBISECT,-1,random_linear,-1,576,66.296079578701,1709,low,lt 5k
655,655,samtools-htsjdk.csv,BATCHSTOP4,-1,random_linear,-1,500,70.74312463428906,1709,low,lt 5k
656,656,samtools-htsjdk.csv,BATCHDIVIDE4,-1,random_linear,-1,650,61.96606202457578,1709,low,lt 5k
657,657,samtools-htsjdk.csv,BATCHBISECT,-1,random_exponential,-1,605,64.59918080748976,1709,low,lt 5k
658,658,samtools-htsjdk.csv,BATCHSTOP4,-1,random_exponential,-1,493,71.15272088940901,1709,low,lt 5k
659,659,samtools-htsjdk.csv,BATCHDIVIDE4,-1,random_exponential,-1,623,63.545933294324165,1709,low,lt 5k
660,660,samtools-htsjdk.csv,BATCHBISECT,-1,random_random,-1,578,66.17905207723815,1709,low,lt 5k
661,661,samtools-htsjdk.csv,BATCHSTOP4,-1,random_random,-1,518,69.68987712112346,1709,low,lt 5k
662,662,samtools-htsjdk.csv,BATCHDIVIDE4,-1,random_random,-1,699,59.0988882387361,1709,low,lt 5k
663,663,deeplearning4j-deeplearning4j.csv,BATCHBISECT,-1,linear,1,1837,0.1630434782608745,1840,high,lt 5k
664,664,deeplearning4j-deeplearning4j.csv,BATCHBISECT,-1,linear,2,1851,-0.5978260869565162,1840,high,lt 5k
665,665,deeplearning4j-deeplearning4j.csv,BATCHBISECT,-1,linear,3,1861,-1.1413043478260931,1840,high,lt 5k
666,666,deeplearning4j-deeplearning4j.csv,BATCHBISECT,-1,linear,4,1871,-1.684782608695656,1840,high,lt 5k
667,667,deeplearning4j-deeplearning4j.csv,BATCHSTOP4,-1,linear,1,1775,3.532608695652172,1840,high,lt 5k
668,668,deeplearning4j-deeplearning4j.csv,BATCHSTOP4,-1,linear,2,1777,3.423913043478265,1840,high,lt 5k
669,669,deeplearning4j-deeplearning4j.csv,BATCHSTOP4,-1,linear,3,1803,2.0108695652173907,1840,high,lt 5k
670,670,deeplearning4j-deeplearning4j.csv,BATCHSTOP4,-1,linear,4,1787,2.8804347826087024,1840,high,lt 5k
671,671,deeplearning4j-deeplearning4j.csv,BATCHDIVIDE4,-1,linear,1,1776,3.478260869565218,1840,high,lt 5k
672,672,deeplearning4j-deeplearning4j.csv,BATCHDIVIDE4,-1,linear,2,1786,2.934782608695656,1840,high,lt 5k
673,673,deeplearning4j-deeplearning4j.csv,BATCHDIVIDE4,-1,linear,3,1807,1.7934782608695627,1840,high,lt 5k
674,674,deeplearning4j-deeplearning4j.csv,BATCHDIVIDE4,-1,linear,4,1800,2.173913043478265,1840,high,lt 5k
675,675,deeplearning4j-deeplearning4j.csv,BATCHBISECT,-1,exponential,2,1849,-0.4891304347826093,1840,high,lt 5k
676,676,deeplearning4j-deeplearning4j.csv,BATCHBISECT,-1,exponential,3,1853,-0.7065217391304373,1840,high,lt 5k
677,677,deeplearning4j-deeplearning4j.csv,BATCHBISECT,-1,exponential,4,1870,-1.6304347826087024,1840,high,lt 5k
678,678,deeplearning4j-deeplearning4j.csv,BATCHSTOP4,-1,exponential,2,1800,2.173913043478265,1840,high,lt 5k
679,679,deeplearning4j-deeplearning4j.csv,BATCHSTOP4,-1,exponential,3,1789,2.7717391304347814,1840,high,lt 5k
680,680,deeplearning4j-deeplearning4j.csv,BATCHSTOP4,-1,exponential,4,1826,0.7608695652173907,1840,high,lt 5k
681,681,deeplearning4j-deeplearning4j.csv,BATCHDIVIDE4,-1,exponential,2,1803,2.0108695652173907,1840,high,lt 5k
682,682,deeplearning4j-deeplearning4j.csv,BATCHDIVIDE4,-1,exponential,3,1790,2.717391304347828,1840,high,lt 5k
683,683,deeplearning4j-deeplearning4j.csv,BATCHDIVIDE4,-1,exponential,4,1836,0.2173913043478279,1840,high,lt 5k
684,684,deeplearning4j-deeplearning4j.csv,BATCHBISECT,-1,stagger,2,1845,-0.2717391304347814,1840,high,lt 5k
685,685,deeplearning4j-deeplearning4j.csv,BATCHBISECT,-1,stagger,3,1850,-0.5434782608695627,1840,high,lt 5k
686,686,deeplearning4j-deeplearning4j.csv,BATCHBISECT,-1,stagger,4,1850,-0.5434782608695627,1840,high,lt 5k
687,687,deeplearning4j-deeplearning4j.csv,BATCHSTOP4,-1,stagger,2,1791,2.6630434782608745,1840,high,lt 5k
688,688,deeplearning4j-deeplearning4j.csv,BATCHSTOP4,-1,stagger,3,1792,2.608695652173907,1840,high,lt 5k
689,689,deeplearning4j-deeplearning4j.csv,BATCHSTOP4,-1,stagger,4,1804,1.9565217391304373,1840,high,lt 5k
690,690,deeplearning4j-deeplearning4j.csv,BATCHDIVIDE4,-1,stagger,2,1794,2.5,1840,high,lt 5k
691,691,deeplearning4j-deeplearning4j.csv,BATCHDIVIDE4,-1,stagger,3,1796,2.391304347826093,1840,high,lt 5k
692,692,deeplearning4j-deeplearning4j.csv,BATCHDIVIDE4,-1,stagger,4,1810,1.6304347826087024,1840,high,lt 5k
693,693,deeplearning4j-deeplearning4j.csv,BATCHBISECT,-1,random_linear,-1,1903,-3.423913043478265,1840,high,lt 5k
694,694,deeplearning4j-deeplearning4j.csv,BATCHSTOP4,-1,random_linear,-1,1831,0.4891304347826093,1840,high,lt 5k
695,695,deeplearning4j-deeplearning4j.csv,BATCHDIVIDE4,-1,random_linear,-1,1828,0.6521739130434838,1840,high,lt 5k
696,696,deeplearning4j-deeplearning4j.csv,BATCHBISECT,-1,random_exponential,-1,1852,-0.6521739130434838,1840,high,lt 5k
697,697,deeplearning4j-deeplearning4j.csv,BATCHSTOP4,-1,random_exponential,-1,1799,2.228260869565218,1840,high,lt 5k
698,698,deeplearning4j-deeplearning4j.csv,BATCHDIVIDE4,-1,random_exponential,-1,1813,1.467391304347828,1840,high,lt 5k
699,699,deeplearning4j-deeplearning4j.csv,BATCHBISECT,-1,random_random,-1,1903,-3.423913043478265,1840,high,lt 5k
700,700,deeplearning4j-deeplearning4j.csv,BATCHSTOP4,-1,random_random,-1,1819,1.1413043478260931,1840,high,lt 5k
701,701,deeplearning4j-deeplearning4j.csv,BATCHDIVIDE4,-1,random_random,-1,1822,0.9782608695652186,1840,high,lt 5k
702,702,open-keychain-open-keychain.csv,BATCHBISECT,-1,linear,1,1195,32.97812675266405,1783,low,lt 5k
703,703,open-keychain-open-keychain.csv,BATCHBISECT,-1,linear,2,1236,30.67863151991027,1783,low,lt 5k
704,704,open-keychain-open-keychain.csv,BATCHBISECT,-1,linear,3,1250,29.893438025799213,1783,low,lt 5k
705,705,open-keychain-open-keychain.csv,BATCHBISECT,-1,linear,4,1241,30.398205272013456,1783,low,lt 5k
706,706,open-keychain-open-keychain.csv,BATCHSTOP4,-1,linear,1,1025,42.51261918115536,1783,low,lt 5k
707,707,open-keychain-open-keychain.csv,BATCHSTOP4,-1,linear,2,1064,40.32529444756029,1783,low,lt 5k
708,708,open-keychain-open-keychain.csv,BATCHSTOP4,-1,linear,3,1093,38.69882220975883,1783,low,lt 5k
709,709,open-keychain-open-keychain.csv,BATCHSTOP4,-1,linear,4,1056,40.77397644419518,1783,low,lt 5k
710,710,open-keychain-open-keychain.csv,BATCHDIVIDE4,-1,linear,1,1097,38.47448121144139,1783,low,lt 5k
711,711,open-keychain-open-keychain.csv,BATCHDIVIDE4,-1,linear,2,1151,35.445877734155914,1783,low,lt 5k
712,712,open-keychain-open-keychain.csv,BATCHDIVIDE4,-1,linear,3,1168,34.49242849130678,1783,low,lt 5k
713,713,open-keychain-open-keychain.csv,BATCHDIVIDE4,-1,linear,4,1136,36.28715647784632,1783,low,lt 5k
714,714,open-keychain-open-keychain.csv,BATCHBISECT,-1,exponential,2,1207,32.30510375771172,1783,low,lt 5k
715,715,open-keychain-open-keychain.csv,BATCHBISECT,-1,exponential,3,1212,32.02467750981492,1783,low,lt 5k
716,716,open-keychain-open-keychain.csv,BATCHBISECT,-1,exponential,4,1256,29.556926528323046,1783,low,lt 5k
717,717,open-keychain-open-keychain.csv,BATCHSTOP4,-1,exponential,2,1109,37.80145821648907,1783,low,lt 5k
718,718,open-keychain-open-keychain.csv,BATCHSTOP4,-1,exponential,3,1033,42.06393718452047,1783,low,lt 5k
719,719,open-keychain-open-keychain.csv,BATCHSTOP4,-1,exponential,4,1160,34.94111048794167,1783,low,lt 5k
720,720,open-keychain-open-keychain.csv,BATCHDIVIDE4,-1,exponential,2,1182,33.70723499719574,1783,low,lt 5k
721,721,open-keychain-open-keychain.csv,BATCHDIVIDE4,-1,exponential,3,1077,39.5961862030286,1783,low,lt 5k
722,722,open-keychain-open-keychain.csv,BATCHDIVIDE4,-1,exponential,4,1251,29.83735277621986,1783,low,lt 5k
723,723,open-keychain-open-keychain.csv,BATCHBISECT,-1,stagger,2,1215,31.85642176107683,1783,low,lt 5k
724,724,open-keychain-open-keychain.csv,BATCHBISECT,-1,stagger,3,1233,30.846887268648345,1783,low,lt 5k
725,725,open-keychain-open-keychain.csv,BATCHBISECT,-1,stagger,4,1235,30.734716769489623,1783,low,lt 5k
726,726,open-keychain-open-keychain.csv,BATCHSTOP4,-1,stagger,2,1088,38.97924845765564,1783,low,lt 5k
727,727,open-keychain-open-keychain.csv,BATCHSTOP4,-1,stagger,3,1075,39.70835670218733,1783,low,lt 5k
728,728,open-keychain-open-keychain.csv,BATCHSTOP4,-1,stagger,4,1117,37.35277621985418,1783,low,lt 5k
729,729,open-keychain-open-keychain.csv,BATCHDIVIDE4,-1,stagger,2,1174,34.155916993830616,1783,low,lt 5k
730,730,open-keychain-open-keychain.csv,BATCHDIVIDE4,-1,stagger,3,1150,35.50196298373528,1783,low,lt 5k
731,731,open-keychain-open-keychain.csv,BATCHDIVIDE4,-1,stagger,4,1208,32.249018508132366,1783,low,lt 5k
732,732,open-keychain-open-keychain.csv,BATCHBISECT,-1,random_linear,-1,1340,24.845765563656755,1783,low,lt 5k
733,733,open-keychain-open-keychain.csv,BATCHSTOP4,-1,random_linear,-1,1132,36.51149747616377,1783,low,lt 5k
734,734,open-keychain-open-keychain.csv,BATCHDIVIDE4,-1,random_linear,-1,1179,33.87549074593382,1783,low,lt 5k
735,735,open-keychain-open-keychain.csv,BATCHBISECT,-1,random_exponential,-1,1293,27.481772293886703,1783,low,lt 5k
736,736,open-keychain-open-keychain.csv,BATCHSTOP4,-1,random_exponential,-1,1088,38.97924845765564,1783,low,lt 5k
737,737,open-keychain-open-keychain.csv,BATCHDIVIDE4,-1,random_exponential,-1,1175,34.09983174425126,1783,low,lt 5k
738,738,open-keychain-open-keychain.csv,BATCHBISECT,-1,random_random,-1,1303,26.92091979809309,1783,low,lt 5k
739,739,open-keychain-open-keychain.csv,BATCHSTOP4,-1,random_random,-1,1109,37.80145821648907,1783,low,lt 5k
740,740,open-keychain-open-keychain.csv,BATCHDIVIDE4,-1,random_random,-1,1202,32.58553000560852,1783,low,lt 5k
741,741,yegor256-takes.csv,BATCHBISECT,-1,linear,1,1500,43.46023369770072,2653,low,lt 5k
742,742,yegor256-takes.csv,BATCHBISECT,-1,linear,2,1521,42.66867696946853,2653,low,lt 5k
743,743,yegor256-takes.csv,BATCHBISECT,-1,linear,3,1531,42.29174519411986,2653,low,lt 5k
744,744,yegor256-takes.csv,BATCHBISECT,-1,linear,4,1558,41.27402940067848,2653,low,lt 5k
745,745,yegor256-takes.csv,BATCHSTOP4,-1,linear,1,1368,48.435733132303056,2653,low,lt 5k
746,746,yegor256-takes.csv,BATCHSTOP4,-1,linear,2,1400,47.22955145118733,2653,low,lt 5k
747,747,yegor256-takes.csv,BATCHSTOP4,-1,linear,3,1424,46.32491519035055,2653,low,lt 5k
748,748,yegor256-takes.csv,BATCHSTOP4,-1,linear,4,1412,46.77723332076894,2653,low,lt 5k
749,749,yegor256-takes.csv,BATCHDIVIDE4,-1,linear,1,1527,42.442517904259326,2653,low,lt 5k
750,750,yegor256-takes.csv,BATCHDIVIDE4,-1,linear,2,1609,39.3516773464003,2653,low,lt 5k
751,751,yegor256-takes.csv,BATCHDIVIDE4,-1,linear,3,1599,39.72860912174897,2653,low,lt 5k
752,752,yegor256-takes.csv,BATCHDIVIDE4,-1,linear,4,1568,40.89709762532981,2653,low,lt 5k
