,project,algorithm,batch_size,update_method,factor,total_duration,testall_duration,time_saved,builds_made,builds_saved,testall_size
189,DSpace-DSpace.csv,BATCHDIVIDE4,-1,random_linear,-1,556362.0,1063649.0,47.69308296251865,604,60.4970568999346,1529
190,DSpace-DSpace.csv,BATCHBISECT,-1,random_linear,-1,402750.0,1063649.0,62.135065232985696,586,61.67429692609549,1529
191,DSpace-DSpace.csv,BATCHSTOP4,-1,random_linear,-1,411829.0,1063649.0,61.28149417712046,554,63.76716808371484,1529
192,DSpace-DSpace.csv,BATCHDIVIDE4,-1,random_exponential,-1,540173.0,1063649.0,49.215107615388156,591,61.34728580771746,1529
193,DSpace-DSpace.csv,BATCHBISECT,-1,random_exponential,-1,415528.0,1063649.0,60.9337290779195,597,60.95487246566383,1529
194,DSpace-DSpace.csv,BATCHSTOP4,-1,random_exponential,-1,444875.0,1063649.0,58.174642198695246,582,61.935905820797906,1529
195,DSpace-DSpace.csv,BATCHDIVIDE4,-1,random_random,-1,630219.0,1063649.0,40.74934494367973,647,57.68476128188358,1529
196,DSpace-DSpace.csv,BATCHBISECT,-1,random_random,-1,394086.0,1063649.0,62.949619658364746,579,62.13211249182472,1529
197,DSpace-DSpace.csv,BATCHSTOP4,-1,random_random,-1,383037.0,1063649.0,63.98840218906801,547,64.22498364944408,1529
198,apache-nifi.csv,BATCHDIVIDE4,-1,linear,1,2461420.0,4088637.0,39.79851965337104,896,24.451939291736934,1186
199,apache-nifi.csv,BATCHDIVIDE4,-1,linear,2,2599917.0,4088637.0,36.4111560894254,895,24.53625632377741,1186
200,apache-nifi.csv,BATCHDIVIDE4,-1,linear,3,2747480.0,4088637.0,32.80205603970222,914,22.934232715008434,1186
201,apache-nifi.csv,BATCHDIVIDE4,-1,linear,4,2822656.0,4088637.0,30.96339929419021,881,25.716694772344013,1186
202,apache-nifi.csv,BATCHBISECT,-1,linear,1,2684212.0,4088637.0,34.34946658262888,909,23.35581787521079,1186
203,apache-nifi.csv,BATCHBISECT,-1,linear,2,2751078.0,4088637.0,32.71405605339872,921,22.344013490725132,1186
204,apache-nifi.csv,BATCHBISECT,-1,linear,3,2755307.0,4088637.0,32.61062305115372,948,20.067453625632382,1186
205,apache-nifi.csv,BATCHBISECT,-1,linear,4,2792547.0,4088637.0,31.699806072292546,949,19.983136593591908,1186
206,apache-nifi.csv,BATCHSTOP4,-1,linear,1,2377655.0,4088637.0,41.847246405097835,904,23.77740303541316,1186
207,apache-nifi.csv,BATCHSTOP4,-1,linear,2,2376714.0,4088637.0,41.8702614098537,892,24.789207419898815,1186
