,project,algorithm,batch_size,update_method,factor,total_duration,testall_duration,time_saved,builds_made,builds_saved,testall_size
62,ratpack-ratpack.csv,BATCHSTOP4,-1,random_exponential,-1,1929304.0,2004584.0,3.755392640068962,1902,-1.3859275053304856,1876
63,ratpack-ratpack.csv,BATCHDIVIDE4,-1,random_random,-1,1875972.0,2004584.0,6.415894769189023,1792,4.477611940298502,1876
64,ratpack-ratpack.csv,BATCHBISECT,-1,random_random,-1,2180645.0,2004584.0,-8.782919548395085,1943,-3.5714285714285694,1876
65,ratpack-ratpack.csv,BATCHSTOP4,-1,random_random,-1,1841657.0,2004584.0,8.127721262865506,1859,0.9061833688699323,1876
66,p6spy-p6spy.csv,BATCHDIVIDE4,-1,linear,1,1506552.0,2320366.0,35.072656641236776,1051,18.400621118012424,1288
67,p6spy-p6spy.csv,BATCHDIVIDE4,-1,linear,2,1618840.0,2320366.0,30.233420072523046,1068,17.0807453416149,1288
68,p6spy-p6spy.csv,BATCHDIVIDE4,-1,linear,3,1663496.0,2320366.0,28.30889609656407,1062,17.546583850931682,1288
69,p6spy-p6spy.csv,BATCHDIVIDE4,-1,linear,4,1747149.0,2320366.0,24.70373208364542,1102,14.440993788819881,1288
70,p6spy-p6spy.csv,BATCHBISECT,-1,linear,1,1605413.0,2320366.0,30.812078784122846,1003,22.127329192546583,1288
71,p6spy-p6spy.csv,BATCHBISECT,-1,linear,2,1759086.0,2320366.0,24.189287379663384,1068,17.0807453416149,1288
72,p6spy-p6spy.csv,BATCHBISECT,-1,linear,3,1758216.0,2320366.0,24.226781464648255,1062,17.546583850931682,1288
73,p6spy-p6spy.csv,BATCHBISECT,-1,linear,4,1691065.0,2320366.0,27.120764569037817,1071,16.847826086956516,1288
74,p6spy-p6spy.csv,BATCHSTOP4,-1,linear,1,1393996.0,2320366.0,39.923443111991816,1037,19.48757763975155,1288
75,p6spy-p6spy.csv,BATCHSTOP4,-1,linear,2,1399115.0,2320366.0,39.7028313636728,1045,18.866459627329192,1288
76,p6spy-p6spy.csv,BATCHSTOP4,-1,linear,3,1424907.0,2320366.0,38.591282582144366,1043,19.02173913043478,1288
77,p6spy-p6spy.csv,BATCHSTOP4,-1,linear,4,1471308.0,2320366.0,36.59155495296863,1074,16.614906832298132,1288
78,p6spy-p6spy.csv,BATCHDIVIDE4,-1,exponential,2,1704361.0,2320366.0,26.547751518510438,1089,15.450310559006212,1288
79,p6spy-p6spy.csv,BATCHDIVIDE4,-1,exponential,3,1693121.0,2320366.0,27.032157857855182,1022,20.652173913043484,1288
80,p6spy-p6spy.csv,BATCHBISECT,-1,exponential,2,1730947.0,2320366.0,25.401983997352147,1068,17.0807453416149,1288
81,p6spy-p6spy.csv,BATCHBISECT,-1,exponential,3,1817231.0,2320366.0,21.68343269984132,1069,17.003105590062106,1288
82,p6spy-p6spy.csv,BATCHSTOP4,-1,exponential,2,1454453.0,2320366.0,37.3179489787387,1065,17.3136645962733,1288
83,p6spy-p6spy.csv,BATCHSTOP4,-1,exponential,3,1512999.0,2320366.0,34.794812542504076,1061,17.624223602484477,1288
84,p6spy-p6spy.csv,BATCHDIVIDE4,-1,stagger,2,1654378.0,2320366.0,28.701851345865265,1045,18.866459627329192,1288
85,p6spy-p6spy.csv,BATCHDIVIDE4,-1,stagger,3,1789601.0,2320366.0,22.874193122981467,1055,18.090062111801245,1288
86,p6spy-p6spy.csv,BATCHBISECT,-1,stagger,2,1715359.0,2320366.0,26.073774568322406,1051,18.400621118012424,1288
87,p6spy-p6spy.csv,BATCHBISECT,-1,stagger,3,1889682.0,2320366.0,18.56103735358991,1096,14.90683229813665,1288
88,p6spy-p6spy.csv,BATCHSTOP4,-1,stagger,2,1400616.0,2320366.0,39.63814329291155,1022,20.652173913043484,1288
89,p6spy-p6spy.csv,BATCHSTOP4,-1,stagger,3,1513345.0,2320366.0,34.77990110180893,1067,17.158385093167695,1288
90,p6spy-p6spy.csv,BATCHDIVIDE4,-1,random_linear,-1,1755130.0,2320366.0,24.359777724721013,1059,17.779503105590067,1288
91,p6spy-p6spy.csv,BATCHBISECT,-1,random_linear,-1,1935670.0,2320366.0,16.579108640619623,1167,9.394409937888199,1288
92,p6spy-p6spy.csv,BATCHSTOP4,-1,random_linear,-1,1603846.0,2320366.0,30.879611233745024,1101,14.518633540372676,1288
93,p6spy-p6spy.csv,BATCHDIVIDE4,-1,random_exponential,-1,1690367.0,2320366.0,27.15084603032453,1061,17.624223602484477,1288
94,p6spy-p6spy.csv,BATCHBISECT,-1,random_exponential,-1,1873586.0,2320366.0,19.254721022459393,1109,13.897515527950304,1288
95,p6spy-p6spy.csv,BATCHSTOP4,-1,random_exponential,-1,1500793.0,2320366.0,35.32085024517684,1049,18.555900621118013,1288
96,p6spy-p6spy.csv,BATCHDIVIDE4,-1,random_random,-1,1787926.0,2320366.0,22.946380010739688,1064,17.391304347826093,1288
97,p6spy-p6spy.csv,BATCHBISECT,-1,random_random,-1,1940235.0,2320366.0,16.382372436072586,1159,10.015527950310556,1288
98,p6spy-p6spy.csv,BATCHSTOP4,-1,random_random,-1,1494603.0,2320366.0,35.587618505011704,1061,17.624223602484477,1288
99,apache-tajo.csv,BATCHDIVIDE4,-1,linear,1,,,,893,30.613830613830615,1287
100,apache-tajo.csv,BATCHDIVIDE4,-1,linear,2,,,,904,29.759129759129763,1287
101,apache-tajo.csv,BATCHDIVIDE4,-1,linear,3,,,,873,32.167832167832174,1287
102,apache-tajo.csv,BATCHDIVIDE4,-1,linear,4,,,,880,31.623931623931625,1287
103,apache-tajo.csv,BATCHBISECT,-1,linear,1,,,,928,27.8943278943279,1287
104,apache-tajo.csv,BATCHBISECT,-1,linear,2,1872030.0,,,958,25.563325563325563,1287
105,apache-tajo.csv,BATCHBISECT,-1,linear,3,,,,963,25.174825174825173,1287
106,apache-tajo.csv,BATCHBISECT,-1,linear,4,,,,1003,22.06682206682207,1287
107,apache-tajo.csv,BATCHSTOP4,-1,linear,1,,,,888,31.002331002331005,1287
108,apache-tajo.csv,BATCHSTOP4,-1,linear,2,,,,896,30.380730380730384,1287
109,apache-tajo.csv,BATCHSTOP4,-1,linear,3,,,,876,31.93473193473193,1287
110,apache-tajo.csv,BATCHSTOP4,-1,linear,4,,,,866,32.71173271173271,1287
111,apache-tajo.csv,BATCHDIVIDE4,-1,exponential,2,,,,886,31.157731157731163,1287
112,apache-tajo.csv,BATCHDIVIDE4,-1,exponential,3,,,,934,27.428127428127425,1287
113,apache-tajo.csv,BATCHBISECT,-1,exponential,2,,,,950,26.184926184926184,1287
114,apache-tajo.csv,BATCHBISECT,-1,exponential,3,1801444.0,,,922,28.360528360528363,1287
115,apache-tajo.csv,BATCHSTOP4,-1,exponential,2,,,,872,32.245532245532246,1287
116,apache-tajo.csv,BATCHSTOP4,-1,exponential,3,,,,893,30.613830613830615,1287
117,apache-tajo.csv,BATCHDIVIDE4,-1,stagger,2,,,,902,29.914529914529908,1287
118,apache-tajo.csv,BATCHDIVIDE4,-1,stagger,3,,,,913,29.059829059829056,1287
119,apache-tajo.csv,BATCHBISECT,-1,stagger,2,,,,911,29.215229215229215,1287
120,apache-tajo.csv,BATCHBISECT,-1,stagger,3,1856997.0,,,931,27.661227661227656,1287
121,apache-tajo.csv,BATCHSTOP4,-1,stagger,2,,,,874,32.09013209013209,1287
