,project,BATCHSTOP4 MFU 2,BATCHBISECT linear 3,BATCHDIVIDE4 MFU 3,BATCHDIVIDE4 mixed 3,Baseline Dynamic BATCHDIVIDE4,BATCHDIVIDE4 16,BATCHSTOP4 16,BATCHDIVIDE4 exponential 2,BATCHSTOP4 linear 4,BATCHBISECT mixed 3,BATCHDIVIDE4 random_linear -1,BATCHDIVIDE4 random_exponential -1,BATCHDIVIDE4 4,BATCHSTOP4 mixed 2,BATCHSTOP4 random_linear -1,BATCHBISECT MFU 2,BATCHBISECT 8,BATCHBISECT mixed 2,Baseline Dynamic BATCHBISECT,BATCHSTOP4 random -1,BATCHBISECT random_exponential -1,BATCHSTOP4 8,BATCHBISECT 2,BATCHDIVIDE4 linear 4,BATCHDIVIDE4 exponential 3,BATCHBISECT 16,BATCHSTOP4 linear 2,BATCHBISECT random -1,BATCHBISECT 4,BATCHBISECT linear 1,BATCHSTOP4 4,BATCHSTOP4 MFU 3,BATCHBISECT linear 2,BATCHSTOP4 exponential 3,BATCHDIVIDE4 linear 3,BATCHDIVIDE4 8,BATCHDIVIDE4 MFU 2,BATCHSTOP4 random_exponential -1,BATCHDIVIDE4 mixed 2,Baseline Dynamic BATCHSTOP4,BATCHBISECT exponential 2,BATCHDIVIDE4 linear 1,BATCHSTOP4 mixed 3,BATCHSTOP4 exponential 2,BATCHBISECT exponential 3,BATCHBISECT linear 4,BATCHSTOP4 linear 3,BATCHBISECT random_linear -1,BATCHDIVIDE4 linear 2,BATCHSTOP4 linear 1,BATCHBISECT MFU 3,BATCHDIVIDE4 random -1
26,osmdroid-osmdroid.csv,20.049532536794100,13.618804567438700,26.913174631045500,27.054542616068900,34.64662717185000,19.043838399741700,0.0005042642546442270,24.814918154843800,24.24852995708830,15.111855237632800,28.52656341088900,28.226533077474300,10.340498835009500,21.95799152444040,19.995658348309900,9.540453612737880,-23.434168441630200,14.213861057807100,22.59357479600710,21.74161375352090,6.519349467632280,4.2669160346788,-9.976102543443520,29.015360442989400,25.049321533226800,-27.70058021205430,24.702932086189200,10.128955336756000,-17.36058564129950,16.929252309960400,10.340498835009500,20.49631386899580,13.712870750667900,24.94385499024320,27.58964590077340,4.2669160346788,26.357041470967100,19.13936270226940,26.540372294870400,23.655138588817000,11.00086260372760,23.962164197073300,22.024728560870200,20.326497845605100,16.48682320165270,13.767863830720000,24.023817765513600,8.259745655683250,27.999618343443100,23.598982566347800,10.021902963203700,32.471431482560400
14,p6spy-p6spy.csv,36.82246680049610,24.226781464648300,42.89495708866620,43.19396164225820,56.27586337672590,39.84209534648220,20.29362779293310,41.35528619191970,41.99548691887400,18.56103735358990,45.32138464362950,46.17125056995320,26.85715041902270,37.27351633319920,37.02071138777240,24.685890070790600,14.868420140562700,26.073774568322400,41.065288838054000,36.96110872164130,17.549472798687800,23.413029244940000,17.913021998138500,46.48098618924770,39.628058676950100,11.749018688555800,41.291029087652600,13.077031813084700,18.3125413146454,30.812078784122800,26.85715041902270,37.08238269307520,24.189287379663400,39.25992709770790,42.32047875205890,23.413029244940000,42.47894513193180,35.1170461901269,42.892371289701700,41.50720188108260,25.401983997352100,43.34531707497870,37.49951516269420,36.73351531611820,21.68343269984130,27.120764569037800,38.72044324041980,11.149146298471900,45.25174045818630,41.67204656506780,17.735262454285200,47.26784481413710
62,puniverse-quasar.csv,57.59565176308190,49.865658213131000,72.49269747626420,70.61632889498750,78.28325986302890,74.78506003013210,57.08933529949960,68.37678557489660,59.98555928498950,53.06469768989640,69.69123984733510,69.92500277311030,54.95004437580880,56.26137488753500,57.99960149378210,51.42917887177550,56.79224011595960,49.834743168905000,65.16346971558160,61.175942549371600,53.584809928967300,58.02916581475010,38.79896330800240,73.35790788343900,59.61211376736280,55.8524096007091,58.57815446429670,53.44995460315770,53.71311867701840,52.25268991697100,54.95004437580880,60.00866853731780,50.71166226392620,59.33007818116830,70.3511373860457,58.02916581475010,70.20354629450840,59.93934078033270,70.31447070568470,64.51805397499680,51.43390343002930,64.99184500162280,59.390367652798400,56.32269143704630,51.26340850173990,51.22119560082000,55.97420391193420,54.42341901901740,72.87240816896660,58.40817307494790,52.981093550361700,74.27775883389690
128,rackerlabs-blueflood.csv,45.26958217692420,34.511624038621000,57.12501964477920,56.51318265945220,71.6849288854493,56.75686126584360,38.56834642676300,54.15885150995220,50.914857141725600,35.3632308420423,59.68090217827070,55.84737541249540,40.4828363707654,44.35278981067380,46.99092388698940,33.732799679418800,34.390094557679400,35.178673429691300,52.62989812078000,46.16759836476230,32.806124166525800,40.67041659553300,26.462635631697000,61.53421719987950,49.59312579445470,32.28802438890940,47.64105131477350,34.23748823338480,34.20251433291180,36.04172956146370,40.4828363707654,45.43192501193990,36.592989518644000,49.00517758070290,56.85210798156800,40.67041659553300,57.40360196590010,45.61534829270890,54.86593754607410,53.44209835225080,33.699531819681700,52.97899462295620,46.545174171107300,42.658127195917300,36.450232956027600,37.4121025521381,46.87565651366870,34.09424561437620,58.93291539684430,45.840392402326500,33.85415175868700,60.57112346174400
8,ratpack-ratpack.csv,12.095826365969200,0.4860858911375060,16.197924357372900,16.976040914224600,56.357528544575800,7.739632055228600,-13.97862507673440,12.573830779852600,13.009582037969000,-2.4553722867188400,21.628627186488600,17.417977994436800,1.157584709706500,11.662319962645600,6.019004441819360,2.8391925706281100,-27.806688664782900,2.3283135054455200,23.871785866793300,9.804777450084400,-5.165560535253210,-8.114442385770640,-6.559628052182720,15.468346549708100,14.555987676246000,-33.67087135574670,17.66471247899810,-6.153945157698560,-18.534661569305800,4.761785986518900,1.157584709706500,12.594383672622400,-1.4217912544448000,13.990982667725600,13.25861126298520,-8.114442385770640,14.828014191473100,10.236038998615200,14.381437744689200,20.745251882684900,0.7560670942200430,18.25046992293660,13.39819134543630,9.49009869379384,-3.0539004601453400,-2.6503753397213600,12.149603109672600,-9.654372178965820,19.033076189374000,17.609439165432800,-4.221823580353840,21.370468885314900
182,sakaiproject-sakai.csv,58.50439075474690,52.627830703148700,72.37782846058960,70.86942167831710,80.6646733980961,72.53547384872900,56.906905967643900,70.47112560107180,60.818782056502300,52.6630256888218,72.91540944115600,68.98055375906540,53.19311554745500,57.75950937380890,58.97509950366450,53.08548863778870,55.69008021245920,53.1386416846174,70.32723245874700,58.11879371780940,52.59056025105400,56.9638309387123,38.20962151434070,75.07039436852090,60.65137282430000,55.63315524139090,60.13394849220000,52.71538724421860,51.919364821201900,54.63617865122470,53.19311554745500,59.498556759345600,52.77726428549690,60.54737085014450,71.85658738091790,56.9638309387123,71.88872193305430,59.44798925119460,70.54637005320050,67.73631163937400,55.41133018225940,72.65015427926880,57.23876077769490,58.78670695416680,53.86619819754540,54.09358489158940,59.296058073661100,52.91093839400060,74.72391459701920,59.80700976471770,54.42224731152350,72.97195710679280
98,samtools-htsjdk.csv,73.96105716722450,67.24460336286070,82.24585273377610,81.83033425657740,79.94859395914500,82.5436854011131,69.44120347464780,79.57214031901780,73.49620906843860,67.31516642441780,82.52112492653350,82.2813395602449,61.02344082686580,73.33431875264690,74.67460633084980,68.78772308309550,67.69409511713030,67.33381900428070,75.84696203437470,73.95812437164860,67.09696643356810,67.83360040565460,42.8895994407481,84.26150447720570,72.02429762478750,69.30169818612360,73.49773412213800,66.95367004172780,60.88393553834150,67.54445238254450,61.02344082686580,71.85378489000260,67.48086937445820,71.40676818831830,83.7190546074805,67.83360040565460,83.68978530763270,73.110898385672,81.5610449667949,75.34785888326180,66.09406765842080,80.85412392117120,72.57671899947090,70.85510934048470,65.83340078763160,67.8295201125255,73.39983740581330,67.04781277971540,84.80465821786920,72.51536491602230,66.06497432630750,83.27549860457590
248,sparklemotion-nokogiri.csv,57.77271052945740,54.5892977946841,64.91627646190310,65.30791824015530,60.68029296733500,59.46891572488940,47.18708881751940,63.720522916898400,59.59328487277570,56.46583918427900,65.30947429750390,64.15880815190390,42.61425945400730,59.10163452345360,59.73247547806670,53.95404375939370,31.67903945028660,56.74267709208080,56.49165443078400,59.71746335102310,55.39536101040670,46.037254996293000,19.448742688234600,66.50721755518390,58.78219635709120,32.8064100061774,58.228495032350700,55.5768585191844,28.256043908000900,53.512238263501200,42.61425945400730,58.6477759603935,54.39149994745120,58.7659980551834,64.82314260321760,46.037254996293000,63.6390084700538,60.78056938434210,64.58704278698550,57.32928520337410,55.04736536532660,62.06517125303940,59.602684989709600,58.22952815239360,56.20982948672560,55.38673892214710,58.76384253311850,54.39630841974980,64.93834186528930,57.64631275630310,54.2605870570721,65.80671114779890
56,square-wire.csv,73.14351164164150,70.93795300391930,84.31733987150350,84.22392039658540,83.96943286146360,81.57343125157950,67.78212199146680,87.37154822198760,75.44463732841780,69.0076417846341,85.26048284625160,83.09035918177430,59.86739411598560,71.20711562897080,72.71041752420500,70.06102689836610,64.72230068235540,66.63922544159490,78.79198954847250,71.53819997494500,65.99495320078030,66.40477500111500,40.90192813712520,88.61105642751040,77.04601177586480,66.09964767270730,75.31112980296010,67.27526531488810,58.18491979722600,67.80571612649210,59.86739411598560,72.25548973638530,72.12699321724500,72.90513091254010,88.95108899905150,66.40477500111500,86.10877462999090,70.1243803353795,83.63226372210390,76.36916799398680,70.92721513323910,85.32061492206100,72.50747176834830,74.9925729727795,69.71455160441680,74.02258532133080,74.68296436816580,69.95901712690370,87.96571039962780,72.03285788428160,68.9396352703259,83.80120622080640
164,structr-structr.csv,20.047451254857200,12.304945836870600,27.234527517012000,27.655925928077300,41.95546268813060,19.080609827913400,-1.3703592226657300,26.38211206423400,24.17357798587840,11.722344295585900,30.693670635836800,28.322121934898300,10.124818425701800,21.327999144660600,18.04158772973830,11.2907267047743,-20.355835896093700,15.83680462198340,24.542069005848100,20.424261356605000,6.818368650706960,3.5682313681868900,-6.43597199502716,29.102540411293400,22.66367941074520,-25.360800889877600,24.521010407122100,8.100245624581410,-13.79924883857880,17.80759017269330,10.124818425701800,20.94943662095240,14.570847121760200,22.34731802156290,27.652686900970700,3.5682313681868900,26.423707473124700,19.371941814471500,27.462293146523800,24.781983448276100,12.484066989381400,25.839491340820400,21.134405743375900,20.379436765674900,11.229647907908500,11.579098567926700,22.85783398085980,6.096813831059240,27.63236668228420,25.385663278421200,9.54124841949752,31.245112539455300
230,typetools-checker-framework.csv,56.19328695740740,45.45509710368760,63.68264145770810,64.25379479759750,64.92660196070770,61.92105688136920,45.703465689906100,63.94139362135350,57.28380108768230,45.0499946896843,65.3161765848854,63.39304429828510,44.4781295701186,56.82863235776940,56.21949633712900,44.87632395258840,37.71071262759820,46.5937462740855,58.13429947736680,54.952676400499800,40.63811014495290,46.71574631909430,25.754545222477400,65.27892263517010,56.507297991947,36.70284129046740,56.77656549506200,42.26701519775500,35.47309587862240,47.81602217980190,44.4781295701186,55.53713808702230,44.37592125249300,56.07350906686880,63.29346306371330,46.71574631909430,64.35237021708950,55.301087419101500,64.29167218641170,58.05255968438800,45.521890983333300,60.08664196388530,57.03455844842690,56.07398842226490,44.02874879956800,45.93337741371030,55.86194708675640,39.691976197483100,64.83754714896730,55.6350983799367,43.425716940416900,66.25979738007620
134,xetorthio-jedis.csv,55.93435635424420,52.98561443002870,68.64302121668680,67.631232600235,74.3443221633752,75.63694535972590,60.76555203180000,67.67869051441560,60.16534407869900,51.31876545910680,67.41581953995820,68.4634221213864,55.60086693129180,57.27940891079680,57.897243912508100,49.05454660931730,53.96328841949880,50.55873313832660,60.69937793083490,57.45724377136930,51.10105889368370,60.54301219286040,33.43942064712640,71.58400050809960,58.3019593590888,54.185828258438400,57.90006668807270,53.33405078878940,49.02114315793020,50.93186878327790,55.60086693129180,57.98951338877740,49.44797095363940,58.16823036671380,69.78359896827550,60.54301219286040,66.94600383191780,59.06252095028740,66.86026202414180,61.64818336750070,51.30782720379380,64.01684491318200,56.91086027613800,57.62625745830230,51.15769082844940,50.00282277556460,58.10895207985630,51.60086659209840,68.20831377973180,57.63737213708810,53.24283985335680,69.77072005476190
116,yegor256-takes.csv,41.9796498950658,37.13697934313460,53.48654039925290,53.46918494010430,63.76627834287420,51.17485463315430,33.96478725813140,51.33717180080580,44.160855259339800,37.28007897286630,55.89071366864010,51.159471797102500,35.89161892311040,43.11267396222370,42.55641491486150,38.30880446864380,23.549898958827300,38.231312896266900,50.78146547507250,41.97937353425130,39.46929880075990,35.91118630454190,18.30925861840620,54.795219400087,47.79721085611610,21.603499912416700,44.40438440904940,36.227807535696100,23.530331577395800,40.590162992081200,35.89161892311040,43.638699136483,38.13055174331170,45.632144963407100,52.71201158062360,35.91118630454190,51.76425980348540,43.924677307295000,51.91045467433920,49.33593259891370,38.80039508542040,52.65690523421860,43.85398421095400,42.22555574777990,38.24800508946080,37.33518531927140,43.659260381079500,36.70828844773110,55.71655108336200,46.10687757050100,36.44618785128910,55.0846244449984
