project,algorithm,ci_skip,batch_size,duration,testall_duration,time_saved,builds_saved,median_delay,testall_size
naver-pinpoint.csv,BATCHDIVIDE4,0,-1,524716.0,1415497.0,62.93061730261527,62.06896551724138,-1,1943
SonarSource-sonar-java.csv,BATCHDIVIDE4,0,-1,nan,nan,nan,52.328811897368844,-1,12238
apache-zeppelin.csv,BATCHDIVIDE4,0,-1,26240095.0,32304405.0,18.772393424364267,17.284270536408396,-1,3859
geoserver-geoserver.csv,BATCHDIVIDE4,0,-1,nan,nan,nan,18.893203883495147,-1,5150
apache-jackrabbit-oak.csv,BATCHDIVIDE4,0,-1,nan,nan,nan,14.253691983122362,-1,7584
JabRef-jabref.csv,BATCHDIVIDE4,0,-1,386742.0,963701.0,59.86908802626541,58.38150289017341,-1,2595
linkedin-gobblin.csv,BATCHDIVIDE4,0,-1,8576510.0,10955171.0,21.712677967327025,21.363636363636363,-1,3300
sakaiproject-sakai.csv,BATCHDIVIDE4,0,-1,2344155.0,5275365.0,55.5641173643909,57.77840748087277,-1,3529
deeplearning4j-deeplearning4j.csv,BATCHDIVIDE4,0,-1,nan,nan,nan,1.8478260869565166,-1,1840
checkstyle-checkstyle.csv,BATCHDIVIDE4,0,-1,40736498.0,234335568.0,82.61616947539095,80.28757177430835,-1,42146
jOOQ-jOOQ.csv,BATCHDIVIDE4,0,-1,1784816.0,3869457.0,53.874251606879206,48.75115633672525,-1,3243
apache-nifi.csv,BATCHDIVIDE4,0,-1,2231086.0,3789554.0,41.125367259577246,27.318718381112983,-1,1186
