,Unnamed: 0,tr_build_id,gh_project_name,gh_is_pr,gh_pr_created_at,gh_pull_req_num,gh_lang,git_merged_with,git_branch,gh_num_commits_in_push,gh_commits_in_push,git_prev_commit_resolution_status,git_prev_built_commit,tr_prev_build,gh_first_commit_created_at,gh_team_size,git_all_built_commits,git_num_all_built_commits,git_trigger_commit,tr_virtual_merged_into,gh_num_issue_comments,gh_num_commit_comments,gh_num_pr_comments,git_diff_src_churn,git_diff_test_churn,gh_diff_files_added,gh_diff_files_deleted,gh_diff_files_modified,gh_diff_tests_added,gh_diff_tests_deleted,gh_diff_src_files,gh_diff_doc_files,gh_diff_other_files,gh_num_commits_on_files_touched,gh_sloc,gh_test_lines_per_kloc,gh_test_cases_per_kloc,gh_asserts_cases_per_kloc,gh_by_core_team_member,gh_description_complexity,gh_pushed_at,gh_build_started_at,gh_repo_age,gh_repo_num_commits,tr_job_id,tr_build_number,tr_log_lan,tr_log_status,tr_log_setup_time,tr_log_analyzer,tr_log_frameworks,tr_log_bool_tests_ran,tr_log_bool_tests_failed,tr_log_num_tests_ok,tr_log_num_tests_failed,tr_log_num_tests_run,tr_log_num_tests_skipped,tr_log_num_test_suites_run,tr_log_num_test_suites_ok,tr_log_num_test_suites_failed,tr_log_tests_failed,tr_log_testduration,tr_log_buildduration,tr_original_commit,tr_duration,tr_status,tr_jobs,verdict
0,101473,1622406,sparklemotion/nokogiri,False,,,java,,master,,,merge_found,,,,15,9c857b808ed6d361a8d896c188eac6fdfa3aa04b#14662fa1d3eca57ee6c50b7e743843fd3beb55cd#46ba1d22ef5cd0507849e0539bff70961f217761#4d05f95d4ec4eb29812ee1b2180817cbe39ba822#11eb50295d6d49679aebf4b788c32dce8d5fe993#0b8bf4ed872fbea6ae799c2fa1552fb1f44a460f#1abba89c25458ea34c2a85f747775cea8d33f7c8#fac4fad987131424302cb5b89d96b7dc26146b59#b440c52e57f51a63bb98190434b105869b7822e5#c0850820157e1953d21cee5aee56751ddbd091d9#96f81d324522d05bd5e17d0e77bda5a6c15bda8e#8127908edc3a885612326e857d126430c7621e6b#5c5e1b5c74e6c24901db9a4fc41a2315ec6c0bda#3449fc18eb47084b51b791e346bdffc514140dc0#3925dba2746f85b17bce0f7fd3f2d1653b3efe3c#730d3e894a1eed3844d48923f0127c32f65b4022#c70c01b5264cf4c8a49961410b15d8de080c2896#46cf6c79907e29b72986649a03fe20e00157e88c,18,9c857b808ed6d361a8d896c188eac6fdfa3aa04b,,,0,,14,0,2,0,19,0,0,1,0,20,1363,8662,0.0,0.0,0.0,True,,,2012-06-14 17:31:11,1431.08,2731,1622407,1,ruby,unknown,,ruby,,False,,,,,,,,,,,,9c857b808ed6d361a8d896c188eac6fdfa3aa04b,492.0,failed,"[1622414, 1622413, 1622415, 1622408, 1622411, 1622410, 1622409, 1622407, 1622412]",0
1,101474,1622406,sparklemotion/nokogiri,False,,,java,,master,,,merge_found,,,,15,9c857b808ed6d361a8d896c188eac6fdfa3aa04b#14662fa1d3eca57ee6c50b7e743843fd3beb55cd#46ba1d22ef5cd0507849e0539bff70961f217761#4d05f95d4ec4eb29812ee1b2180817cbe39ba822#11eb50295d6d49679aebf4b788c32dce8d5fe993#0b8bf4ed872fbea6ae799c2fa1552fb1f44a460f#1abba89c25458ea34c2a85f747775cea8d33f7c8#fac4fad987131424302cb5b89d96b7dc26146b59#b440c52e57f51a63bb98190434b105869b7822e5#c0850820157e1953d21cee5aee56751ddbd091d9#96f81d324522d05bd5e17d0e77bda5a6c15bda8e#8127908edc3a885612326e857d126430c7621e6b#5c5e1b5c74e6c24901db9a4fc41a2315ec6c0bda#3449fc18eb47084b51b791e346bdffc514140dc0#3925dba2746f85b17bce0f7fd3f2d1653b3efe3c#730d3e894a1eed3844d48923f0127c32f65b4022#c70c01b5264cf4c8a49961410b15d8de080c2896#46cf6c79907e29b72986649a03fe20e00157e88c,18,9c857b808ed6d361a8d896c188eac6fdfa3aa04b,,,0,,14,0,2,0,19,0,0,1,0,20,1363,8662,0.0,0.0,0.0,True,,,2012-06-14 17:31:11,1431.08,2731,1622408,1,ruby,unknown,,ruby,,False,,,,,,,,,,,,9c857b808ed6d361a8d896c188eac6fdfa3aa04b,492.0,failed,"[1622414, 1622413, 1622415, 1622408, 1622411, 1622410, 1622409, 1622407, 1622412]",0
2,101475,1622406,sparklemotion/nokogiri,False,,,java,,master,,,merge_found,,,,15,9c857b808ed6d361a8d896c188eac6fdfa3aa04b#14662fa1d3eca57ee6c50b7e743843fd3beb55cd#46ba1d22ef5cd0507849e0539bff70961f217761#4d05f95d4ec4eb29812ee1b2180817cbe39ba822#11eb50295d6d49679aebf4b788c32dce8d5fe993#0b8bf4ed872fbea6ae799c2fa1552fb1f44a460f#1abba89c25458ea34c2a85f747775cea8d33f7c8#fac4fad987131424302cb5b89d96b7dc26146b59#b440c52e57f51a63bb98190434b105869b7822e5#c0850820157e1953d21cee5aee56751ddbd091d9#96f81d324522d05bd5e17d0e77bda5a6c15bda8e#8127908edc3a885612326e857d126430c7621e6b#5c5e1b5c74e6c24901db9a4fc41a2315ec6c0bda#3449fc18eb47084b51b791e346bdffc514140dc0#3925dba2746f85b17bce0f7fd3f2d1653b3efe3c#730d3e894a1eed3844d48923f0127c32f65b4022#c70c01b5264cf4c8a49961410b15d8de080c2896#46cf6c79907e29b72986649a03fe20e00157e88c,18,9c857b808ed6d361a8d896c188eac6fdfa3aa04b,,,0,,14,0,2,0,19,0,0,1,0,20,1363,8662,0.0,0.0,0.0,True,,,2012-06-14 17:31:11,1431.08,2731,1622409,1,ruby,unknown,,ruby,,False,,,,,,,,,,,,9c857b808ed6d361a8d896c188eac6fdfa3aa04b,492.0,failed,"[1622414, 1622413, 1622415, 1622408, 1622411, 1622410, 1622409, 1622407, 1622412]",0
3,101476,1622406,sparklemotion/nokogiri,False,,,java,,master,,,merge_found,,,,15,9c857b808ed6d361a8d896c188eac6fdfa3aa04b#14662fa1d3eca57ee6c50b7e743843fd3beb55cd#46ba1d22ef5cd0507849e0539bff70961f217761#4d05f95d4ec4eb29812ee1b2180817cbe39ba822#11eb50295d6d49679aebf4b788c32dce8d5fe993#0b8bf4ed872fbea6ae799c2fa1552fb1f44a460f#1abba89c25458ea34c2a85f747775cea8d33f7c8#fac4fad987131424302cb5b89d96b7dc26146b59#b440c52e57f51a63bb98190434b105869b7822e5#c0850820157e1953d21cee5aee56751ddbd091d9#96f81d324522d05bd5e17d0e77bda5a6c15bda8e#8127908edc3a885612326e857d126430c7621e6b#5c5e1b5c74e6c24901db9a4fc41a2315ec6c0bda#3449fc18eb47084b51b791e346bdffc514140dc0#3925dba2746f85b17bce0f7fd3f2d1653b3efe3c#730d3e894a1eed3844d48923f0127c32f65b4022#c70c01b5264cf4c8a49961410b15d8de080c2896#46cf6c79907e29b72986649a03fe20e00157e88c,18,9c857b808ed6d361a8d896c188eac6fdfa3aa04b,,,0,,14,0,2,0,19,0,0,1,0,20,1363,8662,0.0,0.0,0.0,True,,,2012-06-14 17:31:11,1431.08,2731,1622410,1,ruby,unknown,,ruby,,False,,,,,,,,,,,,9c857b808ed6d361a8d896c188eac6fdfa3aa04b,492.0,failed,"[1622414, 1622413, 1622415, 1622408, 1622411, 1622410, 1622409, 1622407, 1622412]",0
4,101477,1622406,sparklemotion/nokogiri,False,,,java,,master,,,merge_found,,,,15,9c857b808ed6d361a8d896c188eac6fdfa3aa04b#14662fa1d3eca57ee6c50b7e743843fd3beb55cd#46ba1d22ef5cd0507849e0539bff70961f217761#4d05f95d4ec4eb29812ee1b2180817cbe39ba822#11eb50295d6d49679aebf4b788c32dce8d5fe993#0b8bf4ed872fbea6ae799c2fa1552fb1f44a460f#1abba89c25458ea34c2a85f747775cea8d33f7c8#fac4fad987131424302cb5b89d96b7dc26146b59#b440c52e57f51a63bb98190434b105869b7822e5#c0850820157e1953d21cee5aee56751ddbd091d9#96f81d324522d05bd5e17d0e77bda5a6c15bda8e#8127908edc3a885612326e857d126430c7621e6b#5c5e1b5c74e6c24901db9a4fc41a2315ec6c0bda#3449fc18eb47084b51b791e346bdffc514140dc0#3925dba2746f85b17bce0f7fd3f2d1653b3efe3c#730d3e894a1eed3844d48923f0127c32f65b4022#c70c01b5264cf4c8a49961410b15d8de080c2896#46cf6c79907e29b72986649a03fe20e00157e88c,18,9c857b808ed6d361a8d896c188eac6fdfa3aa04b,,,0,,14,0,2,0,19,0,0,1,0,20,1363,8662,0.0,0.0,0.0,True,,,2012-06-14 17:31:11,1431.08,2731,1622411,1,ruby,unknown,,ruby,,False,,,,,,,,,,,,9c857b808ed6d361a8d896c188eac6fdfa3aa04b,492.0,failed,"[1622414, 1622413, 1622415, 1622408, 1622411, 1622410, 1622409, 1622407, 1622412]",0
5,101478,1622406,sparklemotion/nokogiri,False,,,java,,master,,,merge_found,,,,15,9c857b808ed6d361a8d896c188eac6fdfa3aa04b#14662fa1d3eca57ee6c50b7e743843fd3beb55cd#46ba1d22ef5cd0507849e0539bff70961f217761#4d05f95d4ec4eb29812ee1b2180817cbe39ba822#11eb50295d6d49679aebf4b788c32dce8d5fe993#0b8bf4ed872fbea6ae799c2fa1552fb1f44a460f#1abba89c25458ea34c2a85f747775cea8d33f7c8#fac4fad987131424302cb5b89d96b7dc26146b59#b440c52e57f51a63bb98190434b105869b7822e5#c0850820157e1953d21cee5aee56751ddbd091d9#96f81d324522d05bd5e17d0e77bda5a6c15bda8e#8127908edc3a885612326e857d126430c7621e6b#5c5e1b5c74e6c24901db9a4fc41a2315ec6c0bda#3449fc18eb47084b51b791e346bdffc514140dc0#3925dba2746f85b17bce0f7fd3f2d1653b3efe3c#730d3e894a1eed3844d48923f0127c32f65b4022#c70c01b5264cf4c8a49961410b15d8de080c2896#46cf6c79907e29b72986649a03fe20e00157e88c,18,9c857b808ed6d361a8d896c188eac6fdfa3aa04b,,,0,,14,0,2,0,19,0,0,1,0,20,1363,8662,0.0,0.0,0.0,True,,,2012-06-14 17:31:11,1431.08,2731,1622412,1,java,unknown,,java-ant,,False,,,,,,,,,,,,9c857b808ed6d361a8d896c188eac6fdfa3aa04b,492.0,failed,"[1622414, 1622413, 1622415, 1622408, 1622411, 1622410, 1622409, 1622407, 1622412]",0
6,101479,1622406,sparklemotion/nokogiri,False,,,java,,master,,,merge_found,,,,15,9c857b808ed6d361a8d896c188eac6fdfa3aa04b#14662fa1d3eca57ee6c50b7e743843fd3beb55cd#46ba1d22ef5cd0507849e0539bff70961f217761#4d05f95d4ec4eb29812ee1b2180817cbe39ba822#11eb50295d6d49679aebf4b788c32dce8d5fe993#0b8bf4ed872fbea6ae799c2fa1552fb1f44a460f#1abba89c25458ea34c2a85f747775cea8d33f7c8#fac4fad987131424302cb5b89d96b7dc26146b59#b440c52e57f51a63bb98190434b105869b7822e5#c0850820157e1953d21cee5aee56751ddbd091d9#96f81d324522d05bd5e17d0e77bda5a6c15bda8e#8127908edc3a885612326e857d126430c7621e6b#5c5e1b5c74e6c24901db9a4fc41a2315ec6c0bda#3449fc18eb47084b51b791e346bdffc514140dc0#3925dba2746f85b17bce0f7fd3f2d1653b3efe3c#730d3e894a1eed3844d48923f0127c32f65b4022#c70c01b5264cf4c8a49961410b15d8de080c2896#46cf6c79907e29b72986649a03fe20e00157e88c,18,9c857b808ed6d361a8d896c188eac6fdfa3aa04b,,,0,,14,0,2,0,19,0,0,1,0,20,1363,8662,0.0,0.0,0.0,True,,,2012-06-14 17:31:11,1431.08,2731,1622413,1,ruby,unknown,,ruby,,False,,,,,,,,,,,,9c857b808ed6d361a8d896c188eac6fdfa3aa04b,492.0,failed,"[1622414, 1622413, 1622415, 1622408, 1622411, 1622410, 1622409, 1622407, 1622412]",0
7,101480,1622406,sparklemotion/nokogiri,False,,,java,,master,,,merge_found,,,,15,9c857b808ed6d361a8d896c188eac6fdfa3aa04b#14662fa1d3eca57ee6c50b7e743843fd3beb55cd#46ba1d22ef5cd0507849e0539bff70961f217761#4d05f95d4ec4eb29812ee1b2180817cbe39ba822#11eb50295d6d49679aebf4b788c32dce8d5fe993#0b8bf4ed872fbea6ae799c2fa1552fb1f44a460f#1abba89c25458ea34c2a85f747775cea8d33f7c8#fac4fad987131424302cb5b89d96b7dc26146b59#b440c52e57f51a63bb98190434b105869b7822e5#c0850820157e1953d21cee5aee56751ddbd091d9#96f81d324522d05bd5e17d0e77bda5a6c15bda8e#8127908edc3a885612326e857d126430c7621e6b#5c5e1b5c74e6c24901db9a4fc41a2315ec6c0bda#3449fc18eb47084b51b791e346bdffc514140dc0#3925dba2746f85b17bce0f7fd3f2d1653b3efe3c#730d3e894a1eed3844d48923f0127c32f65b4022#c70c01b5264cf4c8a49961410b15d8de080c2896#46cf6c79907e29b72986649a03fe20e00157e88c,18,9c857b808ed6d361a8d896c188eac6fdfa3aa04b,,,0,,14,0,2,0,19,0,0,1,0,20,1363,8662,0.0,0.0,0.0,True,,,2012-06-14 17:31:11,1431.08,2731,1622414,1,ruby,unknown,,ruby,,False,,,,,,,,,,,,9c857b808ed6d361a8d896c188eac6fdfa3aa04b,492.0,failed,"[1622414, 1622413, 1622415, 1622408, 1622411, 1622410, 1622409, 1622407, 1622412]",0
8,101481,1622406,sparklemotion/nokogiri,False,,,java,,master,,,merge_found,,,,15,9c857b808ed6d361a8d896c188eac6fdfa3aa04b#14662fa1d3eca57ee6c50b7e743843fd3beb55cd#46ba1d22ef5cd0507849e0539bff70961f217761#4d05f95d4ec4eb29812ee1b2180817cbe39ba822#11eb50295d6d49679aebf4b788c32dce8d5fe993#0b8bf4ed872fbea6ae799c2fa1552fb1f44a460f#1abba89c25458ea34c2a85f747775cea8d33f7c8#fac4fad987131424302cb5b89d96b7dc26146b59#b440c52e57f51a63bb98190434b105869b7822e5#c0850820157e1953d21cee5aee56751ddbd091d9#96f81d324522d05bd5e17d0e77bda5a6c15bda8e#8127908edc3a885612326e857d126430c7621e6b#5c5e1b5c74e6c24901db9a4fc41a2315ec6c0bda#3449fc18eb47084b51b791e346bdffc514140dc0#3925dba2746f85b17bce0f7fd3f2d1653b3efe3c#730d3e894a1eed3844d48923f0127c32f65b4022#c70c01b5264cf4c8a49961410b15d8de080c2896#46cf6c79907e29b72986649a03fe20e00157e88c,18,9c857b808ed6d361a8d896c188eac6fdfa3aa04b,,,0,,14,0,2,0,19,0,0,1,0,20,1363,8662,0.0,0.0,0.0,True,,,2012-06-14 17:31:11,1431.08,2731,1622415,1,ruby,unknown,,ruby,,False,,,,,,,,,,,,9c857b808ed6d361a8d896c188eac6fdfa3aa04b,492.0,failed,"[1622414, 1622413, 1622415, 1622408, 1622411, 1622410, 1622409, 1622407, 1622412]",0
9,102409,1642130,sparklemotion/nokogiri,False,,,java,,fix_entity_resolving,,,build_found,9c857b808ed6d361a8d896c188eac6fdfa3aa04b,1622406.0,,15,7272ba1846abe0a94413329ff1531c4b07896e8c#a162fa4c7eb4952d233e284039e2d7e4812f50c9#59fca79c3476138b9b5dbcc2372871ef0bae1091#699581bcfaec06954db152c4396b390ee6f8afc4#abf023ab607aed1977e2decdc90ad451992ff7ef#078d4000ed92c03f2e8d7ee2170aafed2defb60b#0bc629e7d266f096373b56eca462edcacda6b460,7,7272ba1846abe0a94413329ff1531c4b07896e8c,,,0,,5,0,4,0,9,0,0,1,0,12,439,8726,0.0,0.0,0.0,True,,,2012-06-17 19:05:37,1434.15,2738,1642131,2,ruby,unknown,,ruby,,False,,,,,,,,,,,,7272ba1846abe0a94413329ff1531c4b07896e8c,173.0,errored,"[1642139, 1642138, 1642137, 1642136, 1642132, 1642131, 1642135, 1642133, 1642134]",0
