project,algorithm,ci_skip,batch_size,builds_saved,median_delay,testall_size
mybatis-mybatis-3.csv,BATCHSTOP4,0,-1,70.18072289156628,-1,1992
apache-pdfbox.csv,BATCHSTOP4,0,-1,14.536453645364533,-1,8888
structr-structr.csv,BATCHSTOP4,0,-1,15.887850467289722,-1,2247
orbeon-orbeon-forms.csv,BATCHSTOP4,0,-1,14.530271398747384,-1,2395
puniverse-quasar.csv,BATCHSTOP4,0,-1,42.92452830188679,-1,1060
grails-grails-core.csv,BATCHSTOP4,0,-1,3.7527593818984517,-1,906
SpongePowered-SpongeCommon.csv,BATCHSTOP4,0,-1,48.414905450500555,-1,3596
killbill-killbill.csv,BATCHSTOP4,0,-1,31.752943073697793,-1,6201
square-wire.csv,BATCHSTOP4,0,-1,67.8974358974359,-1,975
nutzam-nutz.csv,BATCHSTOP4,0,-1,22.987077534791254,-1,4024
rackerlabs-blueflood.csv,BATCHSTOP4,0,-1,40.723514211886304,-1,1935
yegor256-takes.csv,BATCHSTOP4,0,-1,39.305402425578826,-1,1814
geotools-geotools.csv,BATCHSTOP4,0,-1,28.896023709557916,-1,4049
CloudifySource-cloudify.csv,BATCHSTOP4,0,-1,38.484726688102896,-1,4976
dreamhead-moco.csv,BATCHSTOP4,0,-1,39.18954945347907,-1,3751
osmdroid-osmdroid.csv,BATCHSTOP4,0,-1,5.475504322766566,-1,694
naver-pinpoint.csv,BATCHSTOP4,0,-1,59.68529571351058,-1,1843
SonarSource-sonar-java.csv,BATCHSTOP4,0,-1,51.65595650024716,-1,12138
apache-zeppelin.csv,BATCHSTOP4,0,-1,14.65815376429902,-1,3759
geoserver-geoserver.csv,BATCHSTOP4,0,-1,17.009900990099013,-1,5050
apache-jackrabbit-oak.csv,BATCHSTOP4,0,-1,12.814003206841262,-1,7484
JabRef-jabref.csv,BATCHSTOP4,0,-1,56.91382765531062,-1,2495
linkedin-gobblin.csv,BATCHSTOP4,0,-1,18.593749999999996,-1,3200
sakaiproject-sakai.csv,BATCHSTOP4,0,-1,57.07203266258385,-1,3429
deeplearning4j-deeplearning4j.csv,BATCHSTOP4,0,-1,-6.321839080459779,-1,1740
checkstyle-checkstyle.csv,BATCHSTOP4,0,-1,80.23593207439471,-1,42046
jOOQ-jOOQ.csv,BATCHSTOP4,0,-1,46.86605154311167,-1,3143
apache-nifi.csv,BATCHSTOP4,0,-1,19.15285451197053,-1,1086
