index,duration,total_builds
8,0,0
16,0,0
24,0,0
32,0,0
40,0,0
48,0,0
56,0,0
64,0,0
72,0,0
80,0,0
88,0,3
96,0,3
104,0,0
112,0,0
120,0,0
128,0,3
136,0,3
144,0,0
152,0,0
160,0,0
168,0,0
176,0,0
184,0,0
192,0,2
200,0,0
208,0,0
216,0,0
224,0,0
232,0,0
240,0,1
248,0,0
256,0,0
264,0,2
272,0,2
280,0,0
288,0,5
296,0,7
