index,duration,total_builds
8,0,7
16,0,7
24,0,7
32,0,7
40,0,5
48,0,7
56,0,7
64,0,7
72,0,7
80,0,7
88,0,5
96,0,6
104,0,7
112,0,6
120,0,5
128,0,7
136,0,7
144,0,7
152,0,7
160,0,5
168,0,7
176,0,6
184,0,6
192,0,7
200,0,7
208,0,7
216,0,7
224,0,7
232,0,7
240,0,6
248,0,6
256,0,7
264,0,1
272,0,7
280,0,7
288,0,7
296,0,7
304,0,2
312,0,5
320,0,7
328,0,6
336,0,7
344,0,6
352,0,7
360,0,7
368,0,6
376,0,7
384,0,7
392,0,7
400,0,7
408,0,7
416,0,7
424,0,7
432,0,7
440,0,5
448,0,7
456,0,7
464,0,7
472,0,7
480,0,6
488,0,6
496,0,3
504,0,4
512,0,6
520,0,4
528,0,5
536,0,7
544,0,7
552,0,7
560,0,7
