index,duration,total_builds
4,0,0
8,0,2
12,0,2
16,0,0
20,0,3
24,0,3
28,0,0
32,0,2
36,0,0
40,0,0
44,0,0
48,0,0
52,0,0
56,0,1
60,0,1
64,0,0
68,0,3
72,0,3
76,0,1
80,0,3
84,0,3
88,0,0
92,0,0
96,0,0
100,0,0
104,0,1
108,0,3
112,0,3
116,0,3
120,0,0
124,0,0
128,0,0
132,0,0
136,0,0
140,0,0
144,0,0
148,0,0
152,0,2
156,0,0
160,0,2
164,0,0
168,0,0
172,0,2
176,0,2
180,0,3
184,0,3
188,0,3
192,0,0
196,0,0
200,0,0
204,0,0
208,0,3
212,0,0
216,0,2
220,0,3
224,0,0
228,0,0
232,0,0
236,0,0
240,0,0
244,0,0
248,0,0
252,0,0
256,0,0
260,0,3
264,0,3
268,0,3
272,0,3
276,0,0
280,0,3
284,0,0
288,0,2
292,0,2
296,0,0
300,0,3
304,0,3
308,0,3
312,0,3
316,0,3
320,0,3
324,0,0
328,0,0
332,0,0
336,0,0
340,0,3
344,0,3
348,0,1
352,0,0
356,0,0
360,0,0
364,0,0
368,0,0
372,0,0
376,0,0
380,0,0
384,0,2
388,0,2
392,0,0
396,0,0
400,0,0
404,0,0
408,0,0
412,0,0
416,0,0
420,0,0
424,0,0
428,0,1
432,0,3
436,0,0
440,0,3
444,0,1
448,0,0
452,0,0
456,0,0
460,0,3
464,0,1
468,0,0
472,0,0
476,0,0
480,0,0
484,0,0
488,0,0
492,0,0
496,0,0
500,0,3
504,0,3
508,0,2
512,0,0
516,0,3
520,0,0
524,0,0
528,0,0
532,0,0
536,0,0
540,0,0
544,0,0
548,0,0
552,0,0
556,0,3
560,0,1
564,0,0
568,0,0
572,0,0
576,0,0
580,0,0
584,0,2
588,0,3
592,0,3
596,0,3
600,0,3
604,0,3
608,0,3
612,0,3
616,0,3
620,0,3
624,0,3
628,0,3
632,0,0
636,0,0
