index,duration,total_builds
16,0,0
32,0,4
48,0,0
64,0,0
80,0,0
96,0,9
112,0,0
128,0,0
144,0,0
160,0,0
176,0,0
192,0,5
208,0,0
224,0,4
240,0,0
256,0,0
272,0,4
288,0,0
304,0,0
320,0,3
336,0,0
352,0,0
368,0,0
384,0,0
400,0,11
416,0,0
432,0,3
448,0,0
464,0,0
