index,duration,total_builds
4,0,0
8,0,0
12,0,0
16,0,0
20,0,0
24,0,0
28,0,0
32,0,0
36,0,0
40,0,0
44,0,0
48,0,0
52,0,0
56,0,1
60,0,3
64,0,3
68,0,3
72,0,3
76,0,3
80,0,3
84,0,3
88,0,3
92,0,3
96,0,3
100,0,3
104,0,3
108,0,3
112,0,3
116,0,3
120,0,3
124,0,3
128,0,3
132,0,3
136,0,3
140,0,3
144,0,3
148,0,3
152,0,3
156,0,3
160,0,3
164,0,3
168,0,3
172,0,3
176,0,3
180,0,3
184,0,1
188,0,0
192,0,0
196,0,0
200,0,0
204,0,0
208,0,0
212,0,0
216,0,0
220,0,3
224,0,3
228,0,3
232,0,3
236,0,2
240,0,0
244,0,0
248,0,0
252,0,0
256,0,3
260,0,3
264,0,3
268,0,3
272,0,2
276,0,0
280,0,0
284,0,0
288,0,0
292,0,3
296,0,3
300,0,3
304,0,3
308,0,2
312,0,0
316,0,0
320,0,0
324,0,0
328,0,3
332,0,3
336,0,3
340,0,3
344,0,2
348,0,0
352,0,0
356,0,0
360,0,0
364,0,0
368,0,0
372,0,0
376,0,0
380,0,0
384,0,0
388,0,0
392,0,0
396,0,0
400,0,3
404,0,3
408,0,3
412,0,3
416,0,2
420,0,0
424,0,0
428,0,0
432,0,0
436,0,3
440,0,3
444,0,3
448,0,3
452,0,2
456,0,0
460,0,0
464,0,0
468,0,0
472,0,3
476,0,3
480,0,3
484,0,3
488,0,3
492,0,3
496,0,3
500,0,3
504,0,3
508,0,0
512,0,0
516,0,0
520,0,0
524,0,0
528,0,0
532,0,0
536,0,0
540,0,0
544,0,0
548,0,0
552,0,0
556,0,0
560,0,0
564,0,0
568,0,0
572,0,0
576,0,0
580,0,0
584,0,0
588,0,0
592,0,0
596,0,0
600,0,0
604,0,0
608,0,0
612,0,0
616,0,3
620,0,3
624,0,3
628,0,0
632,0,0
636,0,0
640,0,0
644,0,0
648,0,0
652,0,0
656,0,0
660,0,0
664,0,0
668,0,0
672,0,0
676,0,0
680,0,0
684,0,0
688,0,0
692,0,0
696,0,0
700,0,0
704,0,0
708,0,0
712,0,0
716,0,0
720,0,0
724,0,0
728,0,0
