index,duration,total_builds
4,0,0
8,0,2
12,0,2
16,0,2
20,0,3
24,0,0
28,0,1
32,0,0
36,0,1
40,0,0
44,0,0
48,0,2
52,0,2
56,0,0
60,0,0
64,0,2
68,0,0
72,0,2
76,0,0
80,0,2
84,0,1
88,0,0
92,0,1
96,0,2
100,0,0
104,0,1
108,0,0
112,0,0
116,0,0
120,0,1
124,0,0
128,0,0
132,0,0
136,0,1
140,0,2
144,0,2
148,0,1
152,0,2
156,0,1
160,0,1
164,0,2
168,0,1
172,0,0
176,0,1
180,0,1
184,0,2
188,0,3
192,0,1
196,0,1
200,0,0
204,0,1
208,0,0
212,0,2
216,0,0
220,0,0
224,0,2
228,0,1
232,0,2
236,0,1
240,0,2
244,0,1
248,0,1
252,0,1
256,0,2
260,0,0
264,0,3
268,0,0
272,0,2
276,0,3
280,0,0
284,0,2
288,0,0
292,0,1
296,0,2
300,0,1
304,0,0
308,0,0
312,0,1
316,0,2
320,0,2
324,0,0
328,0,1
332,0,3
336,0,0
340,0,1
344,0,2
348,0,0
352,0,2
356,0,1
360,0,0
364,0,1
368,0,2
372,0,1
376,0,2
380,0,0
384,0,0
388,0,1
392,0,0
396,0,0
400,0,2
404,0,1
408,0,0
412,0,2
416,0,0
420,0,2
424,0,3
428,0,2
432,0,3
436,0,3
440,0,2
444,0,1
448,0,1
452,0,0
456,0,2
460,0,0
464,0,1
468,0,1
472,0,0
476,0,1
480,0,1
484,0,0
488,0,0
492,0,0
496,0,0
500,0,3
504,0,1
508,0,3
512,0,1
516,0,1
520,0,1
524,0,0
528,0,0
532,0,2
536,0,2
540,0,3
544,0,3
548,0,2
552,0,2
556,0,2
560,0,1
564,0,3
568,0,3
572,0,3
576,0,3
580,0,3
584,0,3
588,0,0
592,0,0
596,0,0
600,0,0
604,0,1
608,0,1
612,0,0
616,0,0
620,0,0
624,0,2
628,0,1
632,0,0
636,0,1
640,0,0
644,0,0
648,0,0
652,0,2
656,0,0
660,0,1
664,0,0
668,0,1
672,0,2
676,0,1
680,0,2
684,0,2
688,0,0
692,0,2
696,0,2
700,0,1
704,0,0
708,0,0
712,0,0
716,0,1
720,0,1
724,0,0
728,0,2
732,0,0
736,0,1
740,0,0
744,0,1
748,0,1
752,0,0
756,0,2
760,0,1
764,0,0
768,0,1
772,0,2
776,0,2
780,0,1
784,0,0
788,0,0
792,0,0
796,0,2
800,0,2
804,0,1
808,0,2
812,0,2
816,0,0
820,0,0
824,0,1
828,0,1
832,0,2
836,0,1
840,0,0
844,0,0
848,0,0
852,0,1
856,0,1
860,0,0
864,0,0
868,0,3
872,0,1
876,0,1
880,0,2
884,0,0
888,0,2
892,0,2
896,0,2
900,0,2
904,0,3
908,0,2
912,0,3
916,0,0
920,0,3
924,0,0
928,0,1
932,0,0
936,0,0
940,0,1
