index,duration,total_builds
4,0,0
8,0,2
12,0,0
16,0,0
20,0,0
24,0,0
28,0,1
32,0,0
36,0,0
40,0,0
44,0,0
48,0,0
52,0,0
56,0,0
60,0,1
64,0,3
68,0,0
72,0,0
76,0,0
80,0,0
84,0,0
88,0,0
92,0,0
96,0,0
100,0,0
104,0,1
108,0,2
112,0,0
116,0,0
120,0,0
124,0,0
128,0,0
132,0,0
136,0,3
140,0,2
144,0,0
148,0,0
152,0,3
156,0,2
160,0,3
164,0,2
168,0,1
172,0,0
176,0,0
180,0,0
184,0,0
188,0,2
192,0,1
196,0,0
200,0,1
204,0,0
208,0,0
212,0,0
216,0,0
220,0,0
224,0,0
228,0,1
232,0,3
236,0,3
240,0,0
244,0,0
248,0,0
252,0,0
256,0,0
260,0,1
264,0,3
268,0,0
272,0,0
276,0,0
280,0,0
284,0,0
288,0,0
292,0,0
296,0,0
300,0,0
304,0,0
308,0,0
312,0,0
316,0,0
320,0,0
324,0,1
328,0,0
332,0,0
336,0,0
340,0,0
344,0,0
348,0,0
352,0,0
356,0,0
360,0,0
364,0,0
368,0,0
372,0,0
376,0,0
380,0,0
384,0,0
388,0,0
392,0,0
396,0,0
400,0,0
404,0,0
408,0,0
412,0,0
416,0,0
420,0,1
424,0,2
428,0,0
432,0,0
436,0,0
440,0,0
444,0,0
448,0,0
452,0,0
456,0,0
460,0,0
464,0,1
468,0,1
472,0,0
476,0,1
480,0,1
484,0,0
488,0,0
492,0,1
