index,duration,total_builds
8,0,3
16,0,5
24,0,3
32,0,2
40,0,1
48,0,2
56,0,3
64,0,2
72,0,2
80,0,3
88,0,1
96,0,3
104,0,1
112,0,0
120,0,2
128,0,0
136,0,1
144,0,4
152,0,3
160,0,2
168,0,3
176,0,1
184,0,4
192,0,5
200,0,1
208,0,2
216,0,2
224,0,3
232,0,4
240,0,4
248,0,2
256,0,3
264,0,3
272,0,3
280,0,3
288,0,2
296,0,3
304,0,1
312,0,1
320,0,4
328,0,1
336,0,4
344,0,3
352,0,2
360,0,2
368,0,3
376,0,4
384,0,0
392,0,1
400,0,2
408,0,1
416,0,2
424,0,6
432,0,6
440,0,6
448,0,2
456,0,3
464,0,1
472,0,1
480,0,2
488,0,0
496,0,0
504,0,5
512,0,5
520,0,3
528,0,0
536,0,5
544,0,7
552,0,5
560,0,4
568,0,6
576,0,7
584,0,7
592,0,0
600,0,1
608,0,2
616,0,0
624,0,2
632,0,1
640,0,1
648,0,1
656,0,2
664,0,1
672,0,4
680,0,4
688,0,3
696,0,4
704,0,1
712,0,1
720,0,3
728,0,2
736,0,1
744,0,2
752,0,1
760,0,3
768,0,1
776,0,4
784,0,1
792,0,0
800,0,5
808,0,3
816,0,3
824,0,1
832,0,4
840,0,2
848,0,0
856,0,2
864,0,1
872,0,4
880,0,3
888,0,2
896,0,5
904,0,6
912,0,5
920,0,4
928,0,1
936,0,0
