project,ci_skip,batch_size,builds_saved,method
open-keychain-open-keychain.csv,1,4,24.79338843,baseline_static
open-keychain-open-keychain.csv,1,8,22.7863046,baseline_static
open-keychain-open-keychain.csv,1,16,19.48051948,baseline_static
yegor256-takes.csv,1,2,19.6969697,baseline_static
yegor256-takes.csv,1,4,26.07105538,baseline_static
yegor256-takes.csv,1,8,26.54127482,baseline_static
yegor256-takes.csv,1,16,24.66039707,baseline_static
keycloak-keycloak.csv,1,2,34.81244282,baseline_static
keycloak-keycloak.csv,1,4,46.61482159,baseline_static
keycloak-keycloak.csv,1,8,48.85635865,baseline_static
keycloak-keycloak.csv,1,16,47.8042086,baseline_static
rackerlabs-blueflood.csv,1,2,25.01228501,baseline_static
rackerlabs-blueflood.csv,1,4,32.92383292,baseline_static
